order_id,order_status,purchase_dt,estimated_dt,actual_dt,observation_class
745e1d4a7f8c4b548881788d4113bb1d,processing,2017-11-17 06:34:36,2017-12-12,,OUTCOME_UNOBSERVED_BY_DATASET_END
504ec2b6f69e898c557955750272d563,shipped,2018-05-07 21:43:48,2018-05-21,,OUTCOME_UNOBSERVED_BY_DATASET_END
ed1407b1e486fadba3e6cd4460dccd56,shipped,2017-10-22 12:55:42,2017-11-14,,OUTCOME_UNOBSERVED_BY_DATASET_END
dd94f2867bcd2be2229f44d7a0df4e5b,shipped,2017-03-28 09:43:17,2017-04-17,,OUTCOME_UNOBSERVED_BY_DATASET_END
362cc20bf09835f4398cedd319fb7d8e,shipped,2018-03-27 12:10:05,2018-04-19,,OUTCOME_UNOBSERVED_BY_DATASET_END
f05b87cae9d521c780bc3dfc281ca892,shipped,2018-08-04 12:49:06,2018-08-24,,OUTCOME_UNOBSERVED_BY_DATASET_END
1d52ba7197c7acebbb4f826f6585536f,processing,2017-02-13 18:32:55,2017-04-04,,OUTCOME_UNOBSERVED_BY_DATASET_END
ad27779fb29796c8d798f29aefedf3d0,shipped,2018-04-05 11:39:33,2018-04-27,,OUTCOME_UNOBSERVED_BY_DATASET_END
38d6205cb4508e8d63dcbae0aac1fe96,shipped,2018-05-02 09:02:58,2018-05-25,,OUTCOME_UNOBSERVED_BY_DATASET_END
ee0db22a8e742b752914016708470ec8,unavailable,2017-08-24 11:04:41,2017-09-18,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
d815bd2c2bdd79e4c0e0263caa986d66,processing,2017-03-15 10:30:17,2017-04-13,,OUTCOME_UNOBSERVED_BY_DATASET_END
52b828f13e08788433adad4a7d135779,processing,2018-05-05 22:32:38,2018-06-01,,OUTCOME_UNOBSERVED_BY_DATASET_END
56ab0ef6726f49b711b84ce62e305c7c,processing,2017-11-21 17:54:26,2017-12-13,,OUTCOME_UNOBSERVED_BY_DATASET_END
9a01e11eb3e82a6d9e7bd3f3acafa7ca,shipped,2018-03-02 22:07:38,2018-04-02,,OUTCOME_UNOBSERVED_BY_DATASET_END
1488ee1c0dc7439e64d5df80ae9f6089,shipped,2018-03-16 17:44:05,2018-04-13,,OUTCOME_UNOBSERVED_BY_DATASET_END
ed3efbd3a87bea76c2812c66a0b32219,canceled,2018-09-20 13:54:16,2018-10-17,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
0966b61e30c4a07edbd7523f59b3f3e4,canceled,2018-05-22 18:50:55,2018-07-03,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
9021cf1919f615a121410790dcce848f,canceled,2018-07-04 16:05:56,2018-08-22,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
6ad57aecbae806a7e9cc2cdb6b380711,unavailable,2017-11-30 07:48:24,2017-12-29,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
51b0dccc8596ce37a930dff2d63a10a2,invoiced,2017-05-05 22:34:48,2017-06-06,,OUTCOME_UNOBSERVED_BY_DATASET_END
df8282afe61008dc26c6c31011474d02,canceled,2017-03-04 12:14:30,2017-04-10,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
df6340ee228a1f029c6341931763f177,shipped,2017-12-01 21:55:25,2017-12-27,,OUTCOME_UNOBSERVED_BY_DATASET_END
8d994041d6127d2acc8d13aad557e75f,shipped,2017-03-24 21:48:54,2017-04-19,,OUTCOME_UNOBSERVED_BY_DATASET_END
a39d3db795a5cf4c8b6c9dd050f0d326,canceled,2017-03-13 16:12:24,2017-03-30,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
8d4c637f1accf7a88a4555f02741e606,canceled,2018-08-29 16:27:49,2018-09-13,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
a3d1ef2562cf71542edfed06c1a7b6c8,shipped,2017-01-21 11:43:35,2017-03-08,,OUTCOME_UNOBSERVED_BY_DATASET_END
5504eaa5a86eb25fa666cf2e6b96c701,invoiced,2017-11-29 08:33:06,2017-12-20,,OUTCOME_UNOBSERVED_BY_DATASET_END
4ea3508e2de6e58640c0efe3ef758829,processing,2017-05-21 23:42:14,2017-06-21,,OUTCOME_UNOBSERVED_BY_DATASET_END
9f3458f0433d4cfa472f4682654b8d49,unavailable,2017-07-18 23:36:55,2017-08-09,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
7a9d4c7f9b068337875b95465330f2fc,canceled,2017-05-01 16:12:39,2017-05-30,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
375f80ffc05feb35ce2680f1fa490575,canceled,2017-06-13 21:10:05,2017-07-06,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
533e104c4193cf07d264603f7800fb71,processing,2017-02-06 15:33:57,2017-03-03,,OUTCOME_UNOBSERVED_BY_DATASET_END
6bfa92d3952f762df12752e4937cd63e,canceled,2018-04-27 21:28:24,2018-05-10,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
f0df036e9be21fc238f131bbfcdde769,unavailable,2017-02-24 23:39:21,2017-04-07,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
195070d2d0eb1da7d93b958bce36d1ef,shipped,2017-02-08 05:56:31,2017-03-10,,OUTCOME_UNOBSERVED_BY_DATASET_END
86f0bcd9b426a2c1022ae317c7f27be6,unavailable,2017-03-08 15:13:03,2017-03-29,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
7785b07bcf7b5bf8fbf50e491382d98e,shipped,2018-04-17 20:31:30,2018-05-04,,OUTCOME_UNOBSERVED_BY_DATASET_END
ee1c259624feb697ba9a84a268f77cfa,shipped,2018-02-22 19:22:04,2018-03-19,,OUTCOME_UNOBSERVED_BY_DATASET_END
027b013d2186e25c2b82beb3679d0833,shipped,2018-04-11 15:49:16,2018-05-02,,OUTCOME_UNOBSERVED_BY_DATASET_END
02ea547b6d2ee25305588fd50df58b46,shipped,2017-03-23 22:03:43,2017-04-18,,OUTCOME_UNOBSERVED_BY_DATASET_END
62076e9aa47cedb799ddc84812264c9e,shipped,2018-06-09 19:28:03,2018-07-04,,OUTCOME_UNOBSERVED_BY_DATASET_END
c3a6dc9afef5794ea4a867b5a18e0ad1,invoiced,2017-11-25 14:10:20,2017-12-19,,OUTCOME_UNOBSERVED_BY_DATASET_END
98fe01bc254b759c1f2c11d77c2891d5,unavailable,2017-10-17 18:34:56,2017-11-24,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
2eb5ba20812f78127f6243fa27fb40e5,canceled,2017-05-29 18:10:06,2017-06-20,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
f56dc9034c3962e36d49fb73baa12800,unavailable,2017-08-10 22:20:51,2017-09-14,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
914e3f7135c8d9046278a046552ebb6e,shipped,2017-04-11 12:22:13,2017-05-16,,OUTCOME_UNOBSERVED_BY_DATASET_END
880835c91a5227560bdb8d0f45c60579,processing,2017-03-08 09:10:55,2017-04-04,,OUTCOME_UNOBSERVED_BY_DATASET_END
566c5bff1142c9d6003a83fd2e8ad1e5,invoiced,2017-11-23 18:03:23,2017-12-18,,OUTCOME_UNOBSERVED_BY_DATASET_END
1950d777989f6a877539f53795b4c3c3,canceled,2018-02-19 19:48:52,2018-03-09,2018-03-21 22:03:51,OUTCOME_PRESENT_STATUS_MISMATCH
369423839b4d9789d69665b7c2361443,processing,2017-11-10 08:56:32,2017-12-05,,OUTCOME_UNOBSERVED_BY_DATASET_END
0130f0f71fb0e831d18e6a3b33a3a50c,unavailable,2017-05-12 10:17:23,2017-05-22,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
2d1e2d5bf4dc7227b3bfebb81328c15f,delivered,2017-11-28 17:44:07,2017-12-18,,OUTCOME_UNOBSERVED_BY_DATASET_END
83a9c18344682fcbc57696019ff1ff2a,shipped,2017-08-11 17:40:19,2017-09-13,,OUTCOME_UNOBSERVED_BY_DATASET_END
ddaec6fff982b13e7e048b627a11d6da,canceled,2016-10-04 19:41:32,2016-11-16,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
84b8ba39037606b7b30a39d02e9e4154,unavailable,2018-06-27 19:51:02,2018-07-12,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
5290c34bd38a8a095b885f13958db1e1,canceled,2018-08-21 10:25:18,2018-09-06,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
b4c9f083bce61caf47fb38f9ba058bce,invoiced,2017-08-05 16:00:56,2017-08-30,,OUTCOME_UNOBSERVED_BY_DATASET_END
db4d39113d1f1f359709384518d81e31,processing,2017-09-19 11:08:41,2017-10-10,,OUTCOME_UNOBSERVED_BY_DATASET_END
727ff4968b521aca37f5ac012eb0c9ad,shipped,2017-11-24 12:03:10,2017-12-08,,OUTCOME_UNOBSERVED_BY_DATASET_END
c972a78eeb0dde0aac82eb51b1450c53,shipped,2017-09-30 11:00:12,2017-10-27,,OUTCOME_UNOBSERVED_BY_DATASET_END
6261f3240a8778c656bd28aeb2ba9985,canceled,2017-05-31 13:21:35,2017-07-04,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
e247a0570d308da27cd7f349902e66f8,shipped,2018-03-13 11:53:42,2018-04-02,,OUTCOME_UNOBSERVED_BY_DATASET_END
5ad5a1ef522da1732ab963ea1fb6165b,canceled,2017-06-22 19:53:09,2017-07-05,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
e2f630b53cb2637be372c3810b089868,shipped,2017-07-26 11:44:28,2017-08-29,,OUTCOME_UNOBSERVED_BY_DATASET_END
2f30c0b1905c65a8ff6c6358bc909625,unavailable,2017-12-08 09:32:48,2018-01-03,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
e2beeb3a428f811804079bc11b23c0c0,processing,2017-12-28 12:46:11,2018-01-24,,OUTCOME_UNOBSERVED_BY_DATASET_END
534a0fbe91a806a1dc6bf09b497e3d6f,unavailable,2018-01-22 02:45:40,2018-02-06,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
23799ee0d85541263f0637d4b86d5e5b,shipped,2017-05-01 10:23:49,2017-05-23,,OUTCOME_UNOBSERVED_BY_DATASET_END
8e10a1d1a57b6a469bc9a7a95c638b5a,shipped,2017-11-24 06:49:43,2017-12-08,,OUTCOME_UNOBSERVED_BY_DATASET_END
f029d5966aa03c87e17e2482f86202b1,invoiced,2017-10-23 21:44:36,2017-11-14,,OUTCOME_UNOBSERVED_BY_DATASET_END
5965bbd72c3ca0d9634419437ca53897,unavailable,2017-01-30 10:29:25,2017-03-08,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
03310aa823a66056268a3bab36e827fb,canceled,2018-08-07 16:33:59,2018-09-04,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
b07abc8b9acaf00e79b4657419f469f3,unavailable,2017-03-09 17:45:04,2017-03-28,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
73ef343c9dbf2f6d45362c9bc150f4b7,shipped,2018-08-12 03:44:50,2018-08-22,,OUTCOME_UNOBSERVED_BY_DATASET_END
1c54750859f8472306a0b63d74e782ef,processing,2017-02-25 15:37:25,2017-03-23,,OUTCOME_UNOBSERVED_BY_DATASET_END
3ff9af2618b202584a161c19718bf577,shipped,2018-01-07 08:04:11,2018-02-05,,OUTCOME_UNOBSERVED_BY_DATASET_END
6a828279d73f18174dd3b9c653d5213d,invoiced,2017-06-25 17:54:26,2017-07-14,,OUTCOME_UNOBSERVED_BY_DATASET_END
cab618a13f81a7ad42573993ddae2ff2,shipped,2018-02-27 12:19:10,2018-03-20,,OUTCOME_UNOBSERVED_BY_DATASET_END
1ff6183537eb3a189de77b309ed28ad1,unavailable,2018-01-02 17:31:02,2018-01-31,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
d37d275bf870e1d9a50b888717929495,shipped,2017-07-16 13:08:37,2017-08-08,,OUTCOME_UNOBSERVED_BY_DATASET_END
83b5512cab9d85f6f644b4d28e423f06,shipped,2017-06-14 19:52:30,2017-07-28,,OUTCOME_UNOBSERVED_BY_DATASET_END
fecc4ea5a3e06ce3192ae2f05b7a8439,processing,2018-01-14 21:52:31,2018-02-06,,OUTCOME_UNOBSERVED_BY_DATASET_END
96d3f09ebc42f05ab83a2ca85483e0b6,shipped,2017-12-13 23:04:15,2018-01-10,,OUTCOME_UNOBSERVED_BY_DATASET_END
dee6298ce7d1fb2645141ef9972157aa,shipped,2018-04-30 14:06:12,2018-05-28,,OUTCOME_UNOBSERVED_BY_DATASET_END
0fb3b7bbfc3693b115aa62a83fad2714,processing,2018-03-13 20:37:20,2018-04-03,,OUTCOME_UNOBSERVED_BY_DATASET_END
75213e459cfe44a61c496c864e0a8c63,shipped,2017-11-23 22:44:09,2017-12-15,,OUTCOME_UNOBSERVED_BY_DATASET_END
2411e5019928e883d049f7242362c23b,unavailable,2017-09-17 12:15:07,2017-10-05,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
30a461491fa262d5d6321e3194bbb452,shipped,2018-04-26 11:30:58,2018-05-17,,OUTCOME_UNOBSERVED_BY_DATASET_END
0b4aab4ef70208498663141571f68116,shipped,2018-03-08 11:17:00,2018-04-16,,OUTCOME_UNOBSERVED_BY_DATASET_END
96ae30a2357a999e6010b2f1401af374,canceled,2017-07-31 16:37:31,2017-08-18,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
f8303e6eff198d1749d04649a1eb2bb6,unavailable,2018-01-21 20:44:54,2018-02-21,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
73c182f8914a0064d6c64ad65e4c6942,canceled,2017-02-08 00:53:19,2017-03-15,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
4c8b9947280829d0a8b7e81cc249b875,canceled,2018-08-09 14:54:47,2018-08-21,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
b2bc998b56f86f7a3ef8b749c17506e1,shipped,2018-06-19 20:01:02,2018-07-20,,OUTCOME_UNOBSERVED_BY_DATASET_END
be33d865802b05e364fc5f46166e5acf,invoiced,2018-04-03 13:55:48,2018-04-27,,OUTCOME_UNOBSERVED_BY_DATASET_END
0ad3fdda3076a1be91b13c89f2049266,shipped,2017-08-04 13:36:21,2017-09-08,,OUTCOME_UNOBSERVED_BY_DATASET_END
e5fa5a7210941f7d56d0208e4e071d35,canceled,2016-09-05 00:15:34,2016-10-28,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
b704eaf4ae9e9716ead0088db45a9b40,shipped,2018-04-21 23:22:17,2018-05-14,,OUTCOME_UNOBSERVED_BY_DATASET_END
ef0beb334211d552bb4bbb9b43e60248,shipped,2018-07-30 19:57:21,2018-08-13,,OUTCOME_UNOBSERVED_BY_DATASET_END
c2ccb6c2af36d8492e83ecf528f2755c,unavailable,2018-05-21 13:48:16,2018-06-05,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
2e7a8482f6fb09756ca50c10d7bfc047,shipped,2016-09-04 21:15:19,2016-10-20,,OUTCOME_UNOBSERVED_BY_DATASET_END
d7883c9f072902eba8f3b8af350976bb,shipped,2018-02-28 22:26:55,2018-03-20,,OUTCOME_UNOBSERVED_BY_DATASET_END
05a71c571d4602a72418b73366543cd9,shipped,2017-08-18 21:38:07,2017-09-20,,OUTCOME_UNOBSERVED_BY_DATASET_END
b7be5e58fd37e6165dbb39e8362c8446,unavailable,2017-06-29 18:07:49,2017-08-02,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
e9376d90b28f9cdea83d4d850e4bb1a7,invoiced,2017-09-01 15:02:24,2017-09-15,,OUTCOME_UNOBSERVED_BY_DATASET_END
881e6608d8b7f15fc4133a04c4933e48,processing,2017-05-07 14:06:45,2017-06-01,,OUTCOME_UNOBSERVED_BY_DATASET_END
77de2b6b4ddbe44561245ee168593b5e,processing,2018-02-11 20:30:24,2018-03-06,,OUTCOME_UNOBSERVED_BY_DATASET_END
18f1f69eead979dddab0c5fda4df6a16,shipped,2018-03-11 23:39:29,2018-04-13,,OUTCOME_UNOBSERVED_BY_DATASET_END
5bbe496e9e32884e4f0260f1b6bd6c3d,shipped,2017-07-06 14:42:02,2017-07-28,,OUTCOME_UNOBSERVED_BY_DATASET_END
e88c89f6e503fc7445b55278cc926d47,shipped,2018-04-16 22:51:31,2018-05-03,,OUTCOME_UNOBSERVED_BY_DATASET_END
b13ea375fe9c728832688264638f84cf,canceled,2018-08-22 18:52:29,2018-09-19,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
f3069a416e71d0fd68d9489752b6fe41,processing,2017-10-01 15:33:50,2017-10-27,,OUTCOME_UNOBSERVED_BY_DATASET_END
bcd65d5c97ac448bb3efc90b759909fd,unavailable,2018-07-20 16:24:23,2018-08-01,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
042ce41927758767ec2aa0de06486b4c,processing,2017-12-01 10:39:13,2017-12-29,,OUTCOME_UNOBSERVED_BY_DATASET_END
ae86dbc1549b4c0cb00dc0ea909fc6d2,shipped,2017-06-24 00:58:39,2017-07-20,,OUTCOME_UNOBSERVED_BY_DATASET_END
46f36d95da75ced0462d57df904d36d0,unavailable,2017-03-02 15:27:25,2017-03-23,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
b32b3375c9aee9e103b0c8ef64af9087,shipped,2017-11-24 11:54:58,2017-12-08,,OUTCOME_UNOBSERVED_BY_DATASET_END
4748c7d66bbedbf52de84b3bc4cbc482,unavailable,2017-05-25 21:45:54,2017-06-08,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
297a6cbb707aabf7bf2fd71dca333168,shipped,2018-01-25 09:44:05,2018-02-20,,OUTCOME_UNOBSERVED_BY_DATASET_END
8a9cce19aa49e055f2babb81d5a71c40,canceled,2018-02-01 10:04:20,2018-02-23,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
ea844c92cf978ea23321fa7fe5871761,canceled,2018-09-13 09:56:12,2018-09-27,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
79563470c891926bb9507d1ad1ff661d,unavailable,2017-07-05 13:51:35,2017-07-27,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
2d87139784a415f78f9735efcf693157,shipped,2017-09-13 00:33:15,2017-10-02,,OUTCOME_UNOBSERVED_BY_DATASET_END
84cee5c1b66cfc2dcb7c7834e7169246,shipped,2017-03-08 17:42:59,2017-04-06,,OUTCOME_UNOBSERVED_BY_DATASET_END
9be3c9722389548409bf4cb39d07e347,unavailable,2017-11-17 13:12:46,2017-12-11,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
85e05c3c9aa9834518f35d4f286014be,canceled,2018-08-28 08:18:22,2018-10-10,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
10ac3b593f06e0dd6b38a53821c1d497,shipped,2017-01-29 11:18:22,2017-03-09,,OUTCOME_UNOBSERVED_BY_DATASET_END
c1049eef89915c6beb3604bf3d6588d7,canceled,2018-02-05 23:08:11,2018-03-07,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
168823ad1b77477540db78ab357f18b5,canceled,2018-07-17 11:16:54,2018-08-17,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
853eb57e7109781f60bfaec58c70c258,invoiced,2017-04-23 13:25:43,2017-05-26,,OUTCOME_UNOBSERVED_BY_DATASET_END
885935156ba43094f3ae95f3c14e0381,canceled,2018-02-02 16:06:44,2018-03-08,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
38a86eb53c2309d6234fc9bad96331ac,canceled,2018-08-18 12:39:31,2018-08-29,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
c504f1f5fd54cc8398d57dc0da49de01,canceled,2017-07-09 09:18:56,2017-08-10,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
bb82d1c94323c38a3d8124414a6a5ca5,shipped,2017-07-30 17:09:00,2017-08-30,,OUTCOME_UNOBSERVED_BY_DATASET_END
c5a468ae781ffb0ec6d36ae89fe512b0,canceled,2017-01-13 11:06:56,2017-02-13,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
ac61010b8d348d62726ebfe687b026f6,invoiced,2017-05-26 15:26:26,2017-06-19,,OUTCOME_UNOBSERVED_BY_DATASET_END
05e8a1fd3d354369a3de6e7230a3651f,unavailable,2018-02-16 16:54:07,2018-03-12,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
2dd5bcfb8c66b22a80ffe45078eb2a99,unavailable,2017-03-06 21:31:42,2017-03-29,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
d1b4fc9a8c1207433519a8ec52e2d03f,canceled,2018-05-08 10:05:26,2018-05-16,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
fab521689278ba031dbcb0dadb19207e,shipped,2018-02-11 10:30:45,2018-03-06,,OUTCOME_UNOBSERVED_BY_DATASET_END
b2c72ea40cb81ddf115a20b5e8fd1618,shipped,2017-06-20 16:13:13,2017-07-12,,OUTCOME_UNOBSERVED_BY_DATASET_END
511d690ed216be4320cc7ad3174a2292,shipped,2017-12-14 11:51:34,2018-01-09,,OUTCOME_UNOBSERVED_BY_DATASET_END
30cd92bf673cad5ee8cbc69432e5b951,shipped,2017-10-21 14:06:50,2017-11-14,,OUTCOME_UNOBSERVED_BY_DATASET_END
c7a9de0ea61229818bdab21f76b0e804,shipped,2017-11-25 19:48:52,2017-12-19,,OUTCOME_UNOBSERVED_BY_DATASET_END
360787554f41824600bdcba9687cd4f0,invoiced,2018-03-23 19:39:46,2018-04-16,,OUTCOME_UNOBSERVED_BY_DATASET_END
58b87ea5983b516a65c22435901c83a5,processing,2017-12-16 13:48:46,2018-01-26,,OUTCOME_UNOBSERVED_BY_DATASET_END
bcdad86f44c780bf1aaf24b66dd97753,canceled,2018-08-05 03:49:18,2018-08-20,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
10b26ae59835a2a63aa53e2da4ebefa9,shipped,2017-05-05 23:41:13,2017-06-06,,OUTCOME_UNOBSERVED_BY_DATASET_END
81b6015857004cedcfbc04ae95d7bfe5,invoiced,2018-03-10 09:52:29,2018-03-28,,OUTCOME_UNOBSERVED_BY_DATASET_END
9d4e334ddde795cd4fbee24dc4b68cfe,unavailable,2017-11-27 16:03:51,2017-12-22,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
f63be24880200ae32aa24f5b458a3dc3,unavailable,2017-01-27 13:39:53,2017-03-16,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
315f7759c3f6557f50e47798ccd673a3,invoiced,2018-01-13 15:18:00,2018-02-08,,OUTCOME_UNOBSERVED_BY_DATASET_END
2bb02fdf5637a68cd5d13c78c37c3376,canceled,2018-08-09 10:55:10,2018-08-17,,NOT_APPLICABLE_TERMINAL_NON_DELIVERY
b741ced31205b787eebdd0cc7f220b0a,processing,2017-02-20 19:58:47,2017-04-17,,OUTCOME_UNOBSERVED_BY_DATASET_END
6d37c6659de0183777f4035151bd508a,shipped,2018-03-15 20:43:34,2018-04-17,,OUTCOME_UNOBSERVED_BY_DATASET_END
48aa8c19814f76592f8bd0e7b8f604c8,shipped,2017-08-24 15:42:04,2017-09-18,,OUTCOME_UNOBSERVED_BY_DATASET_END
6f91e4738284a9312089fd89f0d61648,processing,2017-12-26 14:03:42,2018-01-19,,OUTCOME_UNOBSERVED_BY_DATASET_END
