geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
4011,-23.57870736918802,-46.64577861546287,sao paulo,SP
4011,-23.580893891482468,-46.64621627185642,sao paulo,SP
4011,-23.577403986409998,-46.64165653052687,sao paulo,SP
4011,-23.57945742215358,-46.64185584026777,sao paulo,SP
4011,-23.579523272000657,-46.64485195475795,sao paulo,SP
4011,-23.57956031334339,-46.64505238051724,sao paulo,SP
4011,-23.57975144685208,-46.6455255925616,são paulo,SP
4011,-23.57728607576896,-46.64140689286745,sao paulo,SP
4011,-23.57862070199757,-46.64251111168918,sao paulo,SP
4011,-23.579864957816348,-46.64250722952856,sao paulo,SP
4011,-23.57870736918802,-46.64577861546287,sao paulo,SP
4011,-23.57870736918802,-46.64577861546287,sao paulo,SP
4011,-23.57945742215358,-46.64185584026777,são paulo,SP
4011,-23.57870736918802,-46.64577861546287,são paulo,SP
4011,-23.57956031334339,-46.64505238051724,sao paulo,SP
4011,-23.57940776074793,-46.64469198695826,sao paulo,SP
4011,-23.57956031334339,-46.64505238051724,sao paulo,SP
4011,-23.581252445467104,-46.6480932799065,sao paulo,SP
4011,-23.579864957816348,-46.64250722952856,sao paulo,SP
4011,-23.577490917017688,-46.64208658159731,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.57945742215358,-46.64185584026777,sao paulo,SP
4011,-23.580893891482468,-46.64621627185642,sao paulo,SP
4011,-23.57870736918802,-46.64577861546287,sao paulo,SP
4011,-23.580523833198654,-46.64459674340702,sao paulo,SP
4011,-23.579496786283144,-46.64496304524206,são paulo,SP
4011,-23.57945742215358,-46.64185584026777,sao paulo,SP
4011,-23.57909945490216,-46.64131830751919,sao paulo,SP
4011,-23.5787376116892,-46.642470798002414,sao paulo,SP
4011,-23.580419217871786,-46.64440923105775,são paulo,SP
4011,-23.580362051309603,-46.64761501039841,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.577490917017688,-46.64208658159731,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.578736967292205,-46.64247227923072,são paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.581170754919544,-46.647654825841066,são paulo,SP
4011,-23.579887023861776,-46.6426687887933,sao paulo,SP
4011,-23.579801056898827,-46.64657050375092,são paulo,SP
4011,-23.58102192423105,-46.64674727185641,são paulo,SP
4011,-23.579117811818374,-46.64386062906109,sao paulo,SP
4011,-23.579864957816348,-46.64250722952856,sao paulo,SP
4011,-23.579471735212696,-46.64486298695825,são paulo,SP
4011,-23.57950513627445,-46.64663291243006,sao paulo,SP
4011,-23.57909945490216,-46.64131830751919,sao paulo,SP
4011,-23.57945742215358,-46.64185584026777,sao paulo,SP
4011,-23.57728607576896,-46.64140689286745,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.577490917017688,-46.64208658159731,sao paulo,SP
4011,-23.57999201664841,-46.64281473772285,sao paulo,SP
4011,-23.579846381354912,-46.64587412531018,sao paulo,SP
4011,-23.57994595781636,-46.64264672952854,sao paulo,SP
4011,-23.578846854591944,-46.64316695421285,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.5787376116892,-46.642470798002414,sao paulo,SP
4011,-23.580523833198654,-46.64459674340702,sao paulo,SP
4011,-23.57754303191186,-46.642598418402656,sao paulo,SP
4011,-23.577884297535874,-46.643484122396,sao paulo,SP
4011,-23.57945742215358,-46.64185584026777,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.579864957816348,-46.64250722952856,sao paulo,SP
4011,-23.578944422153583,-46.64109534026779,sao paulo,SP
4011,-23.580893891482468,-46.64621627185642,sao paulo,SP
4011,-23.579846381354912,-46.64587412531018,sao paulo,SP
4011,-23.58038895920133,-46.6482049365803,sao paulo,SP
4011,-23.58038895920133,-46.6482049365803,sao paulo,SP
4011,-23.580362051309603,-46.64761501039841,sao paulo,SP
4011,-23.580716050233725,-46.64566839286744,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,são paulo,SP
4011,-23.580362051309603,-46.64761501039841,sao paulo,SP
4011,-23.579864957816348,-46.64250722952856,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.57956976074792,-46.64515998695824,sao paulo,SP
4011,-23.579496786283144,-46.64496304524206,sao paulo,SP
4011,-23.57861922076929,-46.642510467292205,sao paulo,SP
4011,-23.58114896251955,-46.64755946655893,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.5812804723873,-46.648991818483466,sao paulo,SP
4011,-23.577433993623355,-46.64182558159732,são paulo,SP
4011,-23.57870736918802,-46.64577861546287,sao paulo,SP
4011,-23.58030386288882,-46.647371938802,são paulo,SP
4011,-23.57870736918802,-46.64577861546287,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,são paulo,SP
4011,-23.57832792514228,-46.64469373239679,sao paulo,SP
4011,-23.57900118818162,-46.64337128711987,são paulo,SP
4011,-23.579751049397004,-46.64242676325809,sao paulo,SP
4011,-23.579887023861776,-46.6426687887933,sao paulo,SP
4011,-23.57894681181837,-46.6433611290611,sao paulo,SP
4011,-23.57909945490216,-46.64131830751919,sao paulo,SP
4011,-23.579846381354912,-46.64587412531018,sao paulo,SP
4011,-23.578963480437384,-46.641125865803,sao paulo,SP
4011,-23.57957375160132,-46.64711508298232,sao paulo,SP
4011,-23.57870736918802,-46.64577861546287,sao paulo,SP
4011,-23.581170754919544,-46.647654825841066,sao paulo,SP
4011,-23.580893891482468,-46.64621627185642,sao paulo,SP
4011,-23.580523833198654,-46.64459674340702,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.57728607576896,-46.64140689286745,sao paulo,SP
4011,-23.580523833198654,-46.64459674340702,sao paulo,SP
4011,-23.57832792514228,-46.64469373239679,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.580893891482468,-46.64621627185642,sao paulo,SP
4011,-23.5805977821282,-46.64491526894224,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.577403986409998,-46.64165653052687,são paulo,SP
4011,-23.57945742215358,-46.64185584026777,sao paulo,SP
4011,-23.578846854591944,-46.64316695421285,sao paulo,SP
4011,-23.57861922076929,-46.642510467292205,sao paulo,SP
4011,-23.579846381354912,-46.64587412531018,sao paulo,SP
4011,-23.58114896251955,-46.64755946655893,sao paulo,SP
4011,-23.57909945490216,-46.64131830751919,sao paulo,SP
4011,-23.579864957816348,-46.64250722952856,sao paulo,SP
4011,-23.58038895920133,-46.6482049365803,sao paulo,SP
4011,-23.579496786283144,-46.64496304524206,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.57870736918802,-46.64577861546287,sao paulo,SP
4011,-23.57728607576896,-46.64140689286745,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.58114896251955,-46.64755946655893,sao paulo,SP
4011,-23.57999201664841,-46.64281473772285,sao paulo,SP
4011,-23.580293008050077,-46.64359705176293,sao paulo,SP
4011,-23.577803740076806,-46.64308590506485,sao paulo,SP
4011,-23.578721213716847,-46.64256153857696,sao paulo,SP
4011,-23.58081297530149,-46.645856607132544,sao paulo,SP
4011,-23.579560850259185,-46.645053951978106,sao paulo,SP
4011,-23.577403986409998,-46.64165653052687,são paulo,SP
4011,-23.577403986409998,-46.64165653052687,são paulo,SP
4011,-23.57728607576896,-46.64140689286745,sao paulo,SP
4011,-23.57870736918802,-46.64577861546287,sao paulo,SP
4011,-23.57945742215358,-46.64185584026777,sao paulo,SP
4011,-23.580095205636585,-46.64308619154512,sao paulo,SP
4011,-23.57945742215358,-46.64185584026777,sao paulo,SP
4011,-23.579462220930203,-46.644671954757946,são paulo,SP
4011,-23.57728607576896,-46.64140689286745,sao paulo,SP
4011,-23.580362051309603,-46.64761501039841,sao paulo,SP
4011,-23.581110290582323,-46.64736781057763,sao paulo,SP
4011,-23.57728607576896,-46.64140689286745,sao paulo,SP
4011,-23.57861922076929,-46.642510467292205,sao paulo,SP
4011,-23.579496786283144,-46.64496304524206,sao paulo,SP
4011,-23.5789841626464,-46.6433038709389,sao paulo,SP
21550,-22.85786142576025,-43.35261269040332,rio de janeiro,AC
21550,-22.85542527560733,-43.36708926340231,rio de janeiro,RJ
21550,-22.86074100721336,-43.35501881738696,rio de janeiro,RJ
21550,-22.86254099639332,-43.36034116665712,rio de janeiro,RJ
21550,-22.86106132889948,-43.35870396211553,rio de janeiro,RJ
21550,-22.864106232298514,-43.35660513405277,rio de janeiro,RJ
21550,-22.86416000138498,-43.35542932889949,rio de janeiro,RJ
21550,-22.86200192867445,-43.35538528905312,rio de janeiro,RJ
21550,-22.86104130751921,-43.34888284150853,rio de janeiro,RJ
21550,-22.864437786283148,-43.35082639618565,rio de janeiro,RJ
21550,-22.86495579054025,-43.35326492605296,rio de janeiro,RJ
21550,-22.86114497002138,-43.35404979323671,rio de janeiro,RJ
21550,-22.860516929770963,-43.36098539425243,rio de janeiro,RJ
21550,-22.865808173754903,-43.35143514045806,rio de janeiro,RJ
21550,-22.86161617513988,-43.36360355551385,rio de janeiro,RJ
21550,-22.859584376074796,-43.35331853067111,rio de janeiro,RJ
21550,-22.86271190285077,-43.3494197612962,rio de janeiro,RJ
21550,-22.868297588063434,-43.35102344799224,rio de janeiro,RJ
21550,-22.862408071325543,-43.35557219652016,rio de janeiro,RJ
21550,-22.862832097149237,-43.35465126395058,rio de janeiro,RJ
21550,-22.863327600063425,-43.356540478215685,rio de janeiro,RJ
21550,-22.86128204385709,-43.35515568982641,rio de janeiro,RJ
21550,-22.863277142102834,-43.348348864562254,rio de janeiro,RJ
21550,-22.86239019677997,-43.36202939884005,rio de janeiro,RJ
21550,-22.867511898695824,-43.3518983119626,rio de janeiro,RJ
21550,-22.859350376074783,-43.35320955620633,rio de janeiro,RJ
21550,-22.852245866495505,-43.36827271827583,rio de janeiro,RJ
21550,-22.863330387731555,-43.35877150375091,rio de janeiro,RJ
21550,-22.86165362225177,-43.34929177935823,rio de janeiro,RJ
21550,-22.86124842270184,-43.36511882445608,rio de janeiro,RJ
21550,-22.86077851485941,-43.36269375437129,rio de janeiro,RJ
21550,-22.86334014210285,-43.348371364562254,rio de janeiro,RJ
21550,-22.870843608084844,-43.346989205926576,rio de janeiro,RJ
21550,-22.857548595879823,-43.35280983845011,rio de janeiro,RJ
21550,-22.8569179977783,-43.35195585858963,rio de janeiro,RJ
21550,-22.86337579600667,-43.35316634263372,rio de janeiro,RJ
21550,-22.862408071325543,-43.35557219652016,rio de janeiro,RJ
21550,-22.86375670967748,-43.35006996168284,rio de janeiro,RJ
21550,-22.865277877315545,-43.35171679404477,rio de janeiro,RJ
21550,-22.86352436596825,-43.3551995205926,rio de janeiro,RJ
21550,-22.86155260949849,-43.35251544711188,rio de janeiro,RJ
21550,-22.86003925757393,-43.34970076103638,rio de janeiro,RJ
21550,-22.864765798228365,-43.35633405063775,rio de janeiro,RJ
21550,-22.862508255063776,-43.36205135887809,rio de janeiro,RJ
21550,-22.85656281764676,-43.3530440044434,rio de janeiro,RJ
21550,-22.86180050346245,-43.36073891035258,rio de janeiro,RJ
21550,-22.864765798228365,-43.35633405063775,rio de janeiro,RJ
21550,-22.85740717389176,-43.351566575278746,rio de janeiro,RJ
21550,-22.86163558006812,-43.36310137898897,rio de janeiro,RJ
21550,-22.8608702961509,-43.36158765528881,rio de janeiro,RJ
21550,-22.85713997002137,-43.35593987705574,rio de janeiro,RJ
21550,-22.862408071325543,-43.35557219652016,rio de janeiro,RJ
21550,-22.858608372756564,-43.35530506855559,rio de janeiro,RJ
21550,-22.866091826533548,-43.35407126686476,rio de janeiro,RJ
21550,-22.860024716890837,-43.3495637134284,rio de janeiro,RJ
21550,-22.862387804704078,-43.34711417985643,rio de janeiro,RJ
21550,-22.864606762709823,-43.34498474672524,rio de janeiro,RJ
21550,-22.856596302527542,-43.36661763864039,rio de janeiro,RJ
21550,-22.86496403886543,-43.35199720595522,rio de janeiro,RJ
21550,-22.863697480985643,-43.35896740827513,rio de janeiro,RJ
21550,-22.864167188181625,-43.351077111027685,rio de janeiro,RJ
21550,-22.860068742426066,-43.349441238963614,rio de janeiro,RJ
21550,-22.86570618818162,-43.35149561102768,rio de janeiro,RJ
21550,-22.86014265999201,-43.36329934762538,rio de janeiro,RJ
21550,-22.85682770468581,-43.36647229918066,rio de janeiro,RJ
21550,-22.86044282347514,-43.36465758702167,rio de janeiro,RJ
21550,-22.86317099639332,-43.36044317387047,rio de janeiro,RJ
21550,-22.857517215650084,-43.35611839967678,rio de janeiro,RJ
21550,-22.864437786283148,-43.35082639618565,rio de janeiro,RJ
21550,-22.8622029888915,-43.34988198127412,rio de janeiro,RJ
21550,-22.862832097149237,-43.35465126395058,rio de janeiro,RJ
21550,-22.86195055842804,-43.35270496543373,rio de janeiro,RJ
21550,-22.86225299639332,-43.3602936994057,rio de janeiro,RJ
21550,-22.86225299639332,-43.3602936994057,rio de janeiro,RJ
21550,-22.86257440882337,-43.3530570745282,rio de janeiro,RJ
21550,-22.864437786283148,-43.35082639618565,rio de janeiro,RJ
21550,-22.857408303364267,-43.3543251268394,rio de janeiro,RJ
21550,-22.86375590175425,-43.34845361322074,rio de janeiro,RJ
21550,-22.862816129897823,-43.349418187633376,rio de janeiro,RJ
21550,-22.85920840882337,-43.35235049070916,rio de janeiro,RJ
21550,-22.85822080766344,-43.350776911045074,rio de janeiro,RJ
21550,-22.86673829724742,-43.35012393894623,rio de janeiro,RJ
21550,-22.86179543104038,-43.3617622857349,rio de janeiro,RJ
21550,-22.859474583963262,-43.35240549818233,rio de janeiro,RJ
21550,-22.857548595879823,-43.35280983845011,rio de janeiro,RJ
21550,-22.858109350539568,-43.35262702345774,rio de janeiro,RJ
21550,-22.86528328282069,-43.35398067095628,rio de janeiro,RJ
21550,-22.862228342777943,-43.36476405259965,rio de janeiro,RJ
21550,-22.86103866694557,-43.348951691240046,rio de janeiro,RJ
21550,-22.865296148219677,-43.35032664767142,rio de janeiro,RJ
21550,-22.862035561746257,-43.35731004662705,rio de janeiro,RJ
21550,-22.862930709965934,-43.35714169802071,rio de janeiro,RJ
21550,-22.863037348317867,-43.35723879476592,rio de janeiro,RJ
21550,-22.863327600063425,-43.356540478215685,rio de janeiro,RJ
21550,-22.864167188181625,-43.351077111027685,rio de janeiro,RJ
21550,-22.86416000138498,-43.35542932889949,rio de janeiro,RJ
21550,-22.863723998615026,-43.35419617831388,rio de janeiro,RJ
21550,-22.864871449983685,-43.35268699926237,rio de janeiro,RJ
21550,-22.861178831711214,-43.358073212200125,rio de janeiro,RJ
21550,-22.86408920676329,-43.35668613405276,rio de janeiro,RJ
21550,-22.86597586372553,-43.3534198035085,rio de janeiro,RJ
21550,-22.86180624479199,-43.34867335884944,rio de janeiro,RJ
21550,-22.88630362435909,-43.44390017037116,rio de janeiro,RJ
21550,-22.863372212331875,-43.352269183305545,rio de janeiro,RJ
21550,-22.86128204385709,-43.35515568982641,rio de janeiro,RJ
21550,-22.86171701970684,-43.34875869983837,rio de janeiro,RJ
21550,-22.86230109714924,-43.35413940605343,rio de janeiro,RJ
21550,-22.861479436580296,-43.360200486958256,rio de janeiro,RJ
21550,-22.86085584901036,-43.36488903595123,rio de janeiro,RJ
21550,-22.86089344157196,-43.35102809285004,rio de janeiro,RJ
21550,-22.862408071325543,-43.35557219652016,rio de janeiro,RJ
21550,-22.855304724392663,-43.36707623659768,rio de janeiro,RJ
21550,-22.88676546648478,-43.4433244235336,rio de janeiro,RJ
21550,-22.863563308904187,-43.35811663113856,rio de janeiro,RJ
21550,-22.861598405505152,-43.35452254010616,rio de janeiro,RJ
21550,-22.8569179977783,-43.35195585858963,rio de janeiro,RJ
21550,-22.85656281764676,-43.3530440044434,rio de janeiro,RJ
21550,-22.864106735212705,-43.349838428934255,rio de janeiro,RJ
21550,-22.857292530382654,-43.353010824023386,rio de janeiro,RJ
21550,-22.862408071325543,-43.35557219652016,rio de janeiro,RJ
21550,-22.864121225085157,-43.356545659587965,rio de janeiro,RJ
21550,-22.86758738718329,-43.35099056924807,rio de janeiro,RJ
21550,-22.86438318818162,-43.350945636562905,rio de janeiro,RJ
21550,-22.86330783986376,-43.35329391923939,rio de janeiro,RJ
21550,-22.86265926395058,-43.35938438008549,rio de janeiro,RJ
21550,-22.864765798228365,-43.35633405063775,rio de janeiro,RJ
21550,-22.86432741825844,-43.35576632139765,rio de janeiro,RJ
21550,-22.860516929770963,-43.36098539425243,rio de janeiro,RJ
21550,-22.86365129669916,-43.359702449477815,rio de janeiro,RJ
21550,-22.86367576158465,-43.35977955052218,rio de janeiro,RJ
21550,-22.86340833888281,-43.3612523916267,rio de janeiro,RJ
21550,-22.858523591176613,-43.3527549837556,rio de janeiro,RJ
21550,-22.858550580904836,-43.35370384347043,rio de janeiro,RJ
21550,-22.85891111573089,-43.35175742463508,rio de janeiro,RJ
21550,-22.862702137111174,-43.35500085498296,rio de janeiro,RJ
21550,-22.861872157366285,-43.351498932425365,rio de janeiro,RJ
21550,-22.860774449362246,-43.36307077990651,rio de janeiro,RJ
21550,-22.86133017762139,-43.35062586565879,rio de janeiro,RJ
21550,-22.86133017762139,-43.35062586565879,rio de janeiro,RJ
21550,-22.86279040882338,-43.3531695745282,rio de janeiro,RJ
21550,-22.86128204385709,-43.35515568982641,rio de janeiro,RJ
21550,-22.864394483755607,-43.35230812210753,rio de janeiro,RJ
21550,-22.85866631279932,-43.3566138517803,rio de janeiro,RJ
21550,-22.864544895637408,-43.350189779618056,rio de janeiro,RJ
21550,-22.861659205118517,-43.35399568373821,rio de janeiro,RJ
21550,-22.85908937607479,-43.353088056206325,rio de janeiro,RJ
21550,-22.86385189563741,-43.34866877961803,rio de janeiro,RJ
21550,-22.858326419095164,-43.35363419259635,rio de janeiro,RJ
21550,-22.86411223911881,-43.35115641935592,rio de janeiro,RJ
21550,-22.862408071325543,-43.35557219652016,rio de janeiro,RJ
21550,-22.85861335053956,-43.35286004899298,rio de janeiro,RJ
21550,-22.86133017762139,-43.35062586565879,rio de janeiro,RJ
21550,-22.862702661117197,-43.361083064516215,rio de janeiro,RJ
21550,-22.858553745484485,-43.35661816654154,rio de janeiro,RJ
21550,-22.8608702961509,-43.36158765528881,rio de janeiro,RJ
21550,-22.860228637775005,-43.36256788037395,rio de janeiro,RJ
21550,-22.861672743811045,-43.353547816261774,rio de janeiro,RJ
21550,-22.863658096860767,-43.35601224369547,rio de janeiro,RJ
21550,-22.860590406134133,-43.35348701203115,rio de janeiro,RJ
21550,-22.86266334999131,-43.36381208534825,rio de janeiro,RJ
21550,-22.85997181626177,-43.36439606869983,rio de janeiro,RJ
21550,-22.860747754919547,-43.362088344711175,rio de janeiro,RJ
21550,-22.85517327560733,-43.36718923786709,rio de janeiro,RJ
21550,-22.858165645565283,-43.352307818195015,rio de janeiro,RJ
21550,-22.861731226758582,-43.35351613266778,rio de janeiro,RJ
21550,-22.857292530382654,-43.353010824023386,rio de janeiro,RJ
21550,-22.860340616711845,-43.35361651650418,rio de janeiro,RJ
21550,-22.86133017762139,-43.35062586565879,rio de janeiro,RJ
21550,-22.860933851520524,-43.35926744685207,rio de janeiro,RJ
21550,-22.863378593946585,-43.3559210177736,rio de janeiro,RJ
21550,-22.865277877315545,-43.35171679404477,rio de janeiro,RJ
23056,-22.91916431103409,-43.61109694482953,rio de janeiro,AC
23056,-22.91676319900166,-43.61546420370485,rio de janeiro,RJ
23056,-22.91819801671741,-43.602522730525095,rio de janeiro,RJ
23056,-22.92108266472387,-43.61557985068381,rio de janeiro,RJ
23056,-22.91618361964257,-43.61438319750116,rio de janeiro,RJ
23056,-22.91676319900166,-43.61546420370485,rio de janeiro,RJ
23056,-22.91825666472387,-43.61555334736558,rio de janeiro,RJ
23056,-22.91618361964257,-43.61438319750116,rio de janeiro,RJ
23056,-22.921739474897468,-43.61636266763807,rio de janeiro,RJ
23056,-22.92178352207277,-43.61237116763806,rio de janeiro,RJ
23056,-22.920605999999992,-43.61558335457894,rio de janeiro,RJ
23056,-22.919086315725743,-43.61097930119498,rio de janeiro,RJ
23056,-22.91835318401204,-43.60246887124456,rio de janeiro,RJ
23056,-22.91825666472387,-43.61555334736558,rio de janeiro,RJ
23056,-22.921739474897468,-43.61636266763807,rio de janeiro,RJ
23056,-22.891043267798395,-43.63464123141057,rio de janeiro,RJ
23056,-22.9230585,-43.600513500000005,rio de janeiro,RJ
23056,-22.91825666472387,-43.61555334736558,rio de janeiro,RJ
23056,-22.920605999999992,-43.61558335457894,rio de janeiro,RJ
23056,-22.91825666472387,-43.61555334736558,rio de janeiro,RJ
23056,-22.91676319900166,-43.61546420370485,rio de janeiro,RJ
23056,-22.91676319900166,-43.61546420370485,rio de janeiro,RJ
23056,-22.91916431103409,-43.61109694482953,rio de janeiro,RJ
23056,-22.921700510964268,-43.62030033527611,rio de janeiro,RJ
23056,-22.921739474897468,-43.61636266763807,rio de janeiro,RJ
23056,-22.91825666472387,-43.61555334736558,rio de janeiro,RJ
23056,-22.91676319900166,-43.61546420370485,rio de janeiro,RJ
23056,-22.915408937591792,-43.606205865356365,rio de janeiro,RJ
23056,-22.917422525390982,-43.59964688161472,rio de janeiro,RJ
23056,-22.919086315725743,-43.61097930119498,rio de janeiro,RJ
23056,-22.91916431103409,-43.61109694482953,rio de janeiro,RJ
23056,-22.91607208465576,-43.61503808021234,rio de janeiro,RJ
23056,-22.92325853788448,-43.60056309922671,rio de janeiro,RJ
23056,-22.91676319900166,-43.61546420370485,rio de janeiro,RJ
23056,-22.921739474897468,-43.61636266763807,rio de janeiro,RJ
23056,-22.921739474897468,-43.61636266763807,rio de janeiro,RJ
23056,-22.91618361964257,-43.61438319750116,rio de janeiro,RJ
23056,-22.919789850119717,-43.60152520132328,rio de janeiro,RJ
23056,-22.91676319900166,-43.61546420370485,rio de janeiro,RJ
23056,-22.919086315725743,-43.61097930119498,rio de janeiro,RJ
23056,-22.9143560776955,-43.602550656718336,rio de janeiro,RJ
23056,-22.917554999999997,-43.61104185847407,rio de janeiro,RJ
23056,-22.923146462115525,-43.600491356916216,rio de janeiro,RJ
23056,-22.91926997091347,-43.60325363808092,rio de janeiro,RJ
23056,-22.918855077988383,-43.61553996495015,rio de janeiro,RJ
23056,-22.921739474897468,-43.61636266763807,rio de janeiro,RJ
23056,-22.91515040689013,-43.605522183594,rio de janeiro,RJ
23056,-22.91916431103409,-43.61109694482953,rio de janeiro,RJ
23056,-22.91825666472387,-43.61555334736558,rio de janeiro,RJ
23056,-22.919086315725743,-43.61097930119498,rio de janeiro,RJ
23056,-22.921850979104573,-43.60935977097319,rio de janeiro,RJ
23056,-22.91618361964257,-43.61438319750116,rio de janeiro,RJ
23056,-22.91676319900166,-43.61546420370485,rio de janeiro,RJ
23056,-22.91618361964257,-43.61438319750116,rio de janeiro,RJ
23056,-22.91907235895821,-43.61097885097667,rio de janeiro,RJ
23056,-22.91618361964257,-43.61438319750116,rio de janeiro,RJ
23056,-22.914476465173948,-43.603545792948246,rio de janeiro,RJ
23056,-22.92175638806808,-43.61901281569755,rio de janeiro,RJ
23056,-22.919156099563384,-43.61098155228651,rio de janeiro,RJ
23056,-22.91618361964257,-43.61438319750116,rio de janeiro,RJ
23056,-22.91618361964257,-43.61438319750116,rio de janeiro,RJ
72915,-12.408759613951991,-46.428287292167845,taguatinga,DF
72915,-15.734161012879357,-48.26876074255232,aguas lindas de goias,GO
72915,-15.70454667696467,-48.27920512126364,aguas lindas de goias,GO
72915,-15.715299999999957,-48.26347204399997,aguas lindas de goias,GO
72915,-15.715299999999957,-48.26347204399997,aguas lindas de goias,GO
72915,-15.734052619774529,-48.26845694205126,aguas lindas de goias,GO
72915,-15.715299999999957,-48.26347204399997,aguas lindas de goias,GO
72915,-15.734052619774529,-48.26845694205126,aguas lindas de goias,GO
72915,-15.7236426319196,-48.26849213513619,aguas lindas de goias,GO
72915,-15.715299999999957,-48.26347204399997,aguas lindas de goias,GO
72915,-15.734052619774529,-48.26845694205126,aguas lindas de goias,GO
72915,-15.734052619774529,-48.26845694205126,aguas lindas de goias,GO
72915,-15.715299999999957,-48.26347204399997,aguas lindas de goias,GO
72915,-15.715299999999957,-48.26347204399997,aguas lindas de goias,GO
72915,-15.715299999999957,-48.26347204399997,águas lindas de goiás,GO
