order_id,year_month_reproduced,expected_freight_oot_reproduced,expected_freight_available,availability_reason,serving_model
00137e170939bba5a3134e2386413108,2017-11,23.368707227164887,True,AVAILABLE,M1_ELIGIBLE
001427c0ec99cf8af737bd88e92fd444,2018-04,16.800162303624514,True,AVAILABLE,M1_ELIGIBLE
00143d0f86d6fbd9f9b38ab440ac16f5,2017-10,44.79346880981783,True,AVAILABLE,M1_ELIGIBLE
0014ae671de39511f7575066200733b7,2017-05,13.792704181885814,True,AVAILABLE,M1_ELIGIBLE
0015ebb40fb17286bea51d4607c4733c,2018-01,15.090308762436964,True,AVAILABLE,M1_ELIGIBLE
00169e31ef4b29deaae414f9a5e95929,2018-01,15.495890548494998,True,AVAILABLE,M1_ELIGIBLE
0016dfedd97fc2950e388d2971d718c7,2017-04,19.31962761420161,True,AVAILABLE,M1_ELIGIBLE
0017afd5076e074a48f1f1a4c7bac9c5,2017-04,29.004948631386466,True,AVAILABLE,M1_ELIGIBLE
001862358bf858722e1e2ae000cfed8b,2018-02,14.321431127145338,True,AVAILABLE,M1_ELIGIBLE
0019c29108428acffd089c36103c9440,2018-03,15.662615487944912,True,AVAILABLE,M1_ELIGIBLE
001ab0a7578dd66cd4b0a71f5b6e1e41,2017-12,44.25353680393867,True,AVAILABLE,M1_ELIGIBLE
001ac194d4a326a6fa99b581e9a3d963,2018-07,9.112650634258765,True,AVAILABLE,M1_ELIGIBLE
001b76dd48a5b1eee3e87778daa40df8,2018-03,14.821134995480016,True,AVAILABLE,M1_ELIGIBLE
001c85b5f68d2be0cb0797afc9e8ce9a,2017-11,15.110568292406274,True,AVAILABLE,M1_ELIGIBLE
001d8f0e34a38c37f7dba2a37d4eba8b,2017-05,17.210604517859743,True,AVAILABLE,M1_ELIGIBLE
001daeb0eddc45b999bad0801ad9d273,2017-05,20.796673876320337,True,AVAILABLE,M1_ELIGIBLE
001dbc16dc51075e987543d23a0507c7,2017-01,,False,WARMUP_MIN_TRAIN_MONTHS,M0_FALLBACK
001e7ba991be1b19605ca0316e7130f9,2017-03,,False,WARMUP_MIN_TRAIN_MONTHS,M0_FALLBACK
001e7cf2ad6bef3ade12ebc56ceaf0f3,2018-05,16.051778802345396,True,AVAILABLE,M1_ELIGIBLE
0020262c8a370bd5a174ea6a2a267321,2017-11,17.985433843713082,True,AVAILABLE,M1_ELIGIBLE
0020a222f55eb79a372d0efee3cca688,2017-08,12.756755408104722,True,AVAILABLE,M1_ELIGIBLE
002175704e8b209f61b9ad5cfd92b60e,2018-04,14.233987196631562,True,AVAILABLE,M1_ELIGIBLE
00229e4e43f7a7e0b9dd819ad43268d3,2018-03,14.703059165212954,True,AVAILABLE,M1_ELIGIBLE
0025081dcf9330f9a5052ae82c6ce396,2018-03,14.755590251403655,True,AVAILABLE,M1_ELIGIBLE
00254baeb6c932b0a8aeead91fbd02b5,2018-05,45.52443662587632,True,AVAILABLE,M1_ELIGIBLE
00259a44fcad3fc0474329e925d14fc3,2017-12,13.992639437711057,True,AVAILABLE,M1_ELIGIBLE
0025c5d1a8ca53a240ec2634bb4492ea,2018-07,33.27239493977807,True,AVAILABLE,M1_ELIGIBLE
002611a77fe03d076285fd4ca95db77c,2018-02,24.5703430654702,True,AVAILABLE,M1_ELIGIBLE
002691433f09002ac9ca0c4e8dbb8ead,2017-02,,False,WARMUP_MIN_TRAIN_MONTHS,M0_FALLBACK
0026a368634b6e6f34f33b1499773a30,2017-10,18.358662102481983,True,AVAILABLE,M1_ELIGIBLE
00275bce676303c3bfd7292aefdfa223,2017-11,15.52212811245085,True,AVAILABLE,M1_ELIGIBLE
00276d5c3491fbf55305e26891040df9,2018-02,19.54928274177155,True,AVAILABLE,M1_ELIGIBLE
002834535f7a609a5c68266f173fa59e,2018-07,23.33038531947908,True,AVAILABLE,M1_ELIGIBLE
0028de0ca693a1bb26448916a81105cc,2018-08,17.800981737216965,True,AVAILABLE,M1_ELIGIBLE
002955b0acc63d04f6724a31967e82bd,2017-12,16.21541594003235,True,AVAILABLE,M1_ELIGIBLE
0029c5db35ef291ce99d1262012e7daa,2018-08,19.794824214909173,True,AVAILABLE,M1_ELIGIBLE
0029f17cf0e7640c5cb6825af681303f,2018-05,15.994874888311609,True,AVAILABLE,M1_ELIGIBLE
002af7fa9eb99d1456bceb6a13d6fc0b,2018-02,18.95004199963054,True,AVAILABLE,M1_ELIGIBLE
002b430ff89b3a24c31a1170acbbedea,2017-06,19.38328899896364,True,AVAILABLE,M1_ELIGIBLE
002b4e6fa42cd4a22cc86abc18fe9c05,2018-03,17.396006021281607,True,AVAILABLE,M1_ELIGIBLE
002c9def9c9b951b1bec6d50753c9891,2018-05,22.664658654013852,True,AVAILABLE,M1_ELIGIBLE
002d040018d12a3853c059f7f23ab5b1,2017-11,14.932169214776232,True,AVAILABLE,M1_ELIGIBLE
002f16b7bc4530031b7d90f791b12d8a,2018-07,28.011328678704764,True,AVAILABLE,M1_ELIGIBLE
002f98c0f7efd42638ed6100ca699b42,2017-08,35.479357312779015,True,AVAILABLE,M1_ELIGIBLE
0030d783f979fbc5981e75613b057344,2017-11,16.823160162201393,True,AVAILABLE,M1_ELIGIBLE
0030ff924c38549807645976adeef2c0,2018-03,55.68511162229154,True,AVAILABLE,M1_ELIGIBLE
00324b3eda39ba5ecce3945823e3594c,2018-04,19.973540771611447,True,AVAILABLE,M1_ELIGIBLE
0032d07457ae9c806c79368d7d9ce96b,2018-03,19.86306222779161,True,AVAILABLE,M1_ELIGIBLE
003324c70b19a16798817b2b3640e721,2017-05,30.302570244770276,True,AVAILABLE,M1_ELIGIBLE
00335b686d693c7d72deeb12f8e89227,2017-07,15.520606817771718,True,AVAILABLE,M1_ELIGIBLE
00335f75ea6a4455b524a8dd177067f5,2018-04,8.877594521999594,True,AVAILABLE,M1_ELIGIBLE
00337fe25a3780b3424d9ad7c5a4b35e,2017-09,19.755150729706077,True,AVAILABLE,M1_ELIGIBLE
003423b755b562962a6225a8de40d12e,2018-07,21.62624254940241,True,AVAILABLE,M1_ELIGIBLE
00345f338696283410b7977d2e3efc89,2018-08,15.994897252397328,True,AVAILABLE,M1_ELIGIBLE
0035246a40f520710769010f752e7507,2017-08,12.72457953485266,True,AVAILABLE,M1_ELIGIBLE
0035c0b07126fe9c24a325216fb96064,2017-11,15.79982160860056,True,AVAILABLE,M1_ELIGIBLE
0035e6b7ade84b3f5b86bd49814793df,2018-02,13.797705010512106,True,AVAILABLE,M1_ELIGIBLE
0036757472ece3dde52fd4bfd929c90e,2018-07,35.88245321086712,True,AVAILABLE,M1_ELIGIBLE
0036887767dea4bd43b1a88cd0d9477a,2017-10,27.289884910497474,True,AVAILABLE,M1_ELIGIBLE
00378c6c981f234634c0b9d6128df6dd,2018-02,12.985078706614221,True,AVAILABLE,M1_ELIGIBLE
003822434f91204da0a51fe4cf2aba18,2018-06,27.657850879455587,True,AVAILABLE,M1_ELIGIBLE
0039500db36d50d7d0bfaf23723550f3,2018-07,34.30531540906158,True,AVAILABLE,M1_ELIGIBLE
003a7f59d7e08a9c61d9e2881fe6459c,2018-08,14.633098441486682,True,AVAILABLE,M1_ELIGIBLE
003a94f778ef8cfd50247c8c1b582257,2018-08,16.642499169867985,True,AVAILABLE,M1_ELIGIBLE
003cc6161d7a2593f2525cce0c330d32,2018-08,12.444399959414444,True,AVAILABLE,M1_ELIGIBLE
003d0634280ff3d1d3a54459349a6899,2018-03,12.529548041669504,True,AVAILABLE,M1_ELIGIBLE
003d804eef0e1b856881cd18e0cc0d4c,2017-11,28.500436720074983,True,AVAILABLE,M1_ELIGIBLE
003d9fc84ad902adf2265248b5ffe1a4,2018-08,25.67804338402586,True,AVAILABLE,M1_ELIGIBLE
003edccf16bc5ec447f592913b3df2b4,2018-07,26.654093849070893,True,AVAILABLE,M1_ELIGIBLE
003f201cdd39cdd59b6447cff2195456,2018-02,31.180721027901356,True,AVAILABLE,M1_ELIGIBLE
003f9bcc09427647c4b9d361a523545b,2018-02,11.00239593026955,True,AVAILABLE,M1_ELIGIBLE
00404fa7a687c8c44ca69d42695aae73,2018-05,0.43925356900103696,True,AVAILABLE,M1_ELIGIBLE
0040a56893444cb56cba7cfe2225e34e,2018-01,25.20626429852822,True,AVAILABLE,M1_ELIGIBLE
004157daafa0bc8672e01f00e4f0c04f,2017-05,32.8710811105751,True,AVAILABLE,M1_ELIGIBLE
00418a49a685c6bb60633291c3fab17a,2017-10,8.212800982850553,True,AVAILABLE,M1_ELIGIBLE
004345d16a1ab2c21962992c721c8643,2018-07,17.03115487240006,True,AVAILABLE,M1_ELIGIBLE
0044c6f6d22dd280534344177c81b989,2018-05,16.581015328104957,True,AVAILABLE,M1_ELIGIBLE
0045e3085f083f0f38d24bb3f22e6593,2017-08,14.946253153985174,True,AVAILABLE,M1_ELIGIBLE
0045f5225a96ef46630701167528fdcb,2018-06,15.170207196326928,True,AVAILABLE,M1_ELIGIBLE
0046176ff0dbc2a178b7885355dfbb71,2018-05,15.313914447881656,True,AVAILABLE,M1_ELIGIBLE
0046e1d57f4c07c8c92ab26be8c3dfc0,2017-09,8.631195937549784,True,AVAILABLE,M1_ELIGIBLE
00471463a6106056c1a2a809f70de640,2017-09,96.30636773970036,True,AVAILABLE,M1_ELIGIBLE
00482f2670787292280e0a8153d82467,2017-02,,False,WARMUP_MIN_TRAIN_MONTHS,M0_FALLBACK
0049edf42837aa808e03552a62bd2158,2017-12,17.320527461058294,True,AVAILABLE,M1_ELIGIBLE
004b62108b876867938746ad3154167f,2018-07,8.785447885543748,True,AVAILABLE,M1_ELIGIBLE
004ba47bb589cdbc485e6025bd6d3c81,2017-12,14.961601171777252,True,AVAILABLE,M1_ELIGIBLE
004ca5ae248069d68e8594df8abf6ce0,2018-06,27.356472192675486,True,AVAILABLE,M1_ELIGIBLE
004d76fef3dd46eb4f70da049c8d1f93,2017-12,22.175751293563167,True,AVAILABLE,M1_ELIGIBLE
004eab0fd8f28adaf8d488976f77febe,2017-08,11.060138775769683,True,AVAILABLE,M1_ELIGIBLE
004f5d8f238e8908e6864b874eda3391,2018-02,20.76839401504314,True,AVAILABLE,M1_ELIGIBLE
004fb11815bc03b01b20a614eef69d14,2017-11,19.89230125697069,True,AVAILABLE,M1_ELIGIBLE
004fb5e6f90a178dc74ad2b016649249,2017-06,17.10776810915396,True,AVAILABLE,M1_ELIGIBLE
005059edee63c8c708ba61910793b31b,2018-02,32.4091061336724,True,AVAILABLE,M1_ELIGIBLE
00526a9d4ebde463baee25f386963ddc,2018-08,34.06247445371069,True,AVAILABLE,M1_ELIGIBLE
0055b77cca3186676c147f532dd2547b,2018-02,36.293966597975185,True,AVAILABLE,M1_ELIGIBLE
0057199db02d1a5ef41bacbf41f8f63b,2018-01,18.347562984888118,True,AVAILABLE,M1_ELIGIBLE
00571ded73b3c061925584feab0db425,2017-05,30.431323596261905,True,AVAILABLE,M1_ELIGIBLE
00584d79015452d19fd3d044ba3abdc0,2017-07,14.839244945202731,True,AVAILABLE,M1_ELIGIBLE
00588f5f20fee630b83d4709e0a42715,2017-08,25.159684954658506,True,AVAILABLE,M1_ELIGIBLE
005997dca4c1fc45066d0a03d54a6469,2018-04,14.975319829328765,True,AVAILABLE,M1_ELIGIBLE
005a1dded353107dbabf8ffc83a20365,2018-02,14.450899996539551,True,AVAILABLE,M1_ELIGIBLE
005b49de51a4e006055e8487a50ad8e4,2017-04,15.931690062516664,True,AVAILABLE,M1_ELIGIBLE
005cad6157eadc7f1f09917607f1704a,2017-04,20.901360440185275,True,AVAILABLE,M1_ELIGIBLE
005d9a5423d47281ac463a968b3936fb,2017-10,43.981905288508905,True,AVAILABLE,M1_ELIGIBLE
005e5166e99d1e4d0c4f808b0540ba94,2018-02,19.10666162998568,True,AVAILABLE,M1_ELIGIBLE
005f25968fc854ea16fb16f5bdbc87c7,2018-03,16.23359405004524,True,AVAILABLE,M1_ELIGIBLE
00602f25bffa1dcfb71e202fbf9824fb,2017-11,33.024334658856475,True,AVAILABLE,M1_ELIGIBLE
00611822267e76e0055c25c18506f06e,2018-07,17.073702405393075,True,AVAILABLE,M1_ELIGIBLE
006127b8b9a1681a982313ed7129c3c0,2018-03,17.18967722775854,True,AVAILABLE,M1_ELIGIBLE
0064d74f7de7917d54768d7722ad56ac,2017-09,27.334481625134174,True,AVAILABLE,M1_ELIGIBLE
006557c3221c1fcd02b0106343ab357b,2018-02,8.626032564715187,True,AVAILABLE,M1_ELIGIBLE
00664284de7a3470d22931ed78615ee4,2017-09,16.80127823761706,True,AVAILABLE,M1_ELIGIBLE
0066a1fdaee16ad5022c5ef979d0b661,2018-06,23.244000207195672,True,AVAILABLE,M1_ELIGIBLE
0067c6030d65af0ff98790158ddb0020,2018-04,13.708786826471412,True,AVAILABLE,M1_ELIGIBLE
0068468c453d28c8ef3fd089e50a5847,2017-11,19.76264670637578,True,AVAILABLE,M1_ELIGIBLE
00685d31ae12e47470ba5c18ba74f22c,2017-08,17.76609564619386,True,AVAILABLE,M1_ELIGIBLE
0068c109948b9a1dfb8530d1978acef3,2018-01,36.108762829648256,True,AVAILABLE,M1_ELIGIBLE
0068e836900867da359bd81db9227a33,2017-09,15.973612670919838,True,AVAILABLE,M1_ELIGIBLE
0068fb0e223115e911d362627e8b8800,2018-07,14.916347371076103,True,AVAILABLE,M1_ELIGIBLE
006c42f310102c1910b3c5793ce5fc34,2018-08,18.517946338266967,True,AVAILABLE,M1_ELIGIBLE
006cb7cafc99b29548d4f412c7f9f493,2018-02,19.555996382966004,True,AVAILABLE,M1_ELIGIBLE
006cba07f62f921fe4f58365bde2b2eb,2017-08,15.135490930978081,True,AVAILABLE,M1_ELIGIBLE
006dd93155bc2abd844cc5eed3a0fe7f,2017-12,8.2282291180814,True,AVAILABLE,M1_ELIGIBLE
006df90050498994d670b40da4651d22,2018-08,7.8546090722762525,True,AVAILABLE,M1_ELIGIBLE
006e05e81c068ddc38e48ebe189b922e,2017-12,13.979729096924105,True,AVAILABLE,M1_ELIGIBLE
006e43460a55bc60c0a437521e426529,2017-05,29.19744070837545,True,AVAILABLE,M1_ELIGIBLE
006e91ddb0674525f84ce0da0655c7ba,2018-04,21.376948010644387,True,AVAILABLE,M1_ELIGIBLE
006f7dfffe2d90809598e8f1972b829b,2018-03,11.214626777857077,True,AVAILABLE,M1_ELIGIBLE
0070092bb6004faafa287e5fc35971e9,2017-07,12.366305834466232,True,AVAILABLE,M1_ELIGIBLE
0071ee2429bc1efdc43aa3e073a5290e,2018-01,31.00177386168865,True,AVAILABLE,M1_ELIGIBLE
0072847849eafe70995fa51a714c81ac,2018-05,13.243176800735903,True,AVAILABLE,M1_ELIGIBLE
00750f68bb64537034e93554c64b41b5,2017-11,9.422711925254427,True,AVAILABLE,M1_ELIGIBLE
00756576f4e494406945ac21cb82cfe0,2018-01,17.94835239301558,True,AVAILABLE,M1_ELIGIBLE
00772b2af35643653f108fdac1155ee3,2017-04,12.28840065778635,True,AVAILABLE,M1_ELIGIBLE
00789ce015e7e5791c7914f32bb4fad4,2017-06,14.08914742747209,True,AVAILABLE,M1_ELIGIBLE
0078a358a14592b887eb140ef515f5ab,2017-11,80.68166799037377,True,AVAILABLE,M1_ELIGIBLE
0079bca8e89bd52fdb87408e4f3fb94d,2018-05,8.16665810979692,True,AVAILABLE,M1_ELIGIBLE
007bbb40c95870c0f75a7855f2636c65,2018-04,22.00961011482937,True,AVAILABLE,M1_ELIGIBLE
007beb35f98c075747e6fc4fd1c0cb73,2017-09,18.56437752604146,True,AVAILABLE,M1_ELIGIBLE
007c7cb12ef3567531307ca78d395758,2018-02,16.65179771709129,True,AVAILABLE,M1_ELIGIBLE
007ec946d4f798caf2b43c9d44c56421,2017-11,15.624631358944022,True,AVAILABLE,M1_ELIGIBLE
007ff0b0f79be782f633fc3b18cbe337,2018-02,14.67070745059927,True,AVAILABLE,M1_ELIGIBLE
0080eebb288dba1857ccf048dfe6bdfe,2017-08,12.5435460623767,True,AVAILABLE,M1_ELIGIBLE
0081ab2c99dc85945c28926b77dc6960,2018-02,9.928878318611046,True,AVAILABLE,M1_ELIGIBLE
0081ce648af7d6a7bac2a93b6035d1e3,2017-11,16.84661548190182,True,AVAILABLE,M1_ELIGIBLE
0084209c576daad6ff4534902fcb4892,2017-07,15.701021747321517,True,AVAILABLE,M1_ELIGIBLE
0084e195fbd72ae51599af47f04afede,2018-03,20.96773599019364,True,AVAILABLE,M1_ELIGIBLE
00858d03144cc35cfd1dd043647e7c88,2018-03,16.777687114686422,True,AVAILABLE,M1_ELIGIBLE
008720830a8a30e39e6f22f81818a141,2017-08,10.74274756855835,True,AVAILABLE,M1_ELIGIBLE
0087889a1c836be17f58afd7f1729a4a,2017-10,11.308569218507849,True,AVAILABLE,M1_ELIGIBLE
008819c6d5f6da6fa5cd9d50ca927cf4,2018-08,7.892860599861738,True,AVAILABLE,M1_ELIGIBLE
00891ba5de66f55000ee358ceea9b345,2017-05,15.883421654834029,True,AVAILABLE,M1_ELIGIBLE
008990da719764fb392914d8ab53ad04,2018-05,14.130210722000372,True,AVAILABLE,M1_ELIGIBLE
008a1b3db2a8bf63418c2cf7c7f494b1,2018-04,13.85341799573718,True,AVAILABLE,M1_ELIGIBLE
008a40c2b8b21893e04945ce58854b55,2018-04,16.53135169206206,True,AVAILABLE,M1_ELIGIBLE
008c3a655c66f4d92370d0d422732f69,2018-03,11.562364320730302,True,AVAILABLE,M1_ELIGIBLE
008ce8764db2e397e153000e017475b6,2018-05,9.07534620912857,True,AVAILABLE,M1_ELIGIBLE
008cfe221ab054c89bc31720098cca51,2018-08,34.22131598338031,True,AVAILABLE,M1_ELIGIBLE
008d9bf350ff02ed444b3452cf3f57e0,2018-06,30.59880783081947,True,AVAILABLE,M1_ELIGIBLE
008dc31c0ae7121f2791953ae5f532c3,2018-01,23.862629808712384,True,AVAILABLE,M1_ELIGIBLE
008dd5e80ebf8f849aa0c5bf4e22ce7a,2018-03,15.756144140101066,True,AVAILABLE,M1_ELIGIBLE
008eaf9004164883520d0bd32b107261,2017-07,19.82380839409758,True,AVAILABLE,M1_ELIGIBLE
008f831b7185cff7ab35a46c37d64cd2,2018-06,23.663803353284838,True,AVAILABLE,M1_ELIGIBLE
008fab5602c441d51f30b1464f5d4643,2017-02,,False,WARMUP_MIN_TRAIN_MONTHS,M0_FALLBACK
0091a677651feaf5a08d7bb147681e14,2018-08,8.486269088634357,True,AVAILABLE,M1_ELIGIBLE
00921e4911895b93c7b4fc0d80c0815e,2018-06,10.794948687297358,True,AVAILABLE,M1_ELIGIBLE
0093cbf16a6afb7f0ab7cc821b6f9e92,2017-11,20.57275086414625,True,AVAILABLE,M1_ELIGIBLE
00946f674d880be1f188abc10ad7cf46,2017-12,32.658447313412324,True,AVAILABLE,M1_ELIGIBLE
00949655cdd8d0465e433a5e6c9643e5,2018-06,9.048016819917875,True,AVAILABLE,M1_ELIGIBLE
0094bd07f49fed90209ffa62d1ef26d6,2018-05,8.477050650924527,True,AVAILABLE,M1_ELIGIBLE
0094d4660e323945f84f5c29eb348aae,2018-01,28.503446639010463,True,AVAILABLE,M1_ELIGIBLE
0094dc9ea7e3cd54d95aea42685673ff,2017-03,,False,WARMUP_MIN_TRAIN_MONTHS,M0_FALLBACK
0095790a64527ec83aeaaf99023c050e,2017-11,26.73260882467108,True,AVAILABLE,M1_ELIGIBLE
0096668e5b0b8e9657a6f7209a4e58b4,2018-07,13.385833604006207,True,AVAILABLE,M1_ELIGIBLE
009742b43f4530bc3db7f62332c50f4b,2017-10,14.010455017287937,True,AVAILABLE,M1_ELIGIBLE
00975e709cd12c34d3bd44e4a7f7a876,2017-08,10.313567274243063,True,AVAILABLE,M1_ELIGIBLE
0097aafe2a01dd54e39888976160c377,2018-08,9.386005660204162,True,AVAILABLE,M1_ELIGIBLE
0097f0545a302aafa32782f1734ff71c,2018-03,40.35029713990752,True,AVAILABLE,M1_ELIGIBLE
009838529bb913846ab6670d22865381,2018-06,28.445553410393565,True,AVAILABLE,M1_ELIGIBLE
0098dbda25722a3f019fe252a0cd10b3,2017-09,21.02930299320996,True,AVAILABLE,M1_ELIGIBLE
009905140e9f8cc35d5be897937381db,2018-03,29.526243647065076,True,AVAILABLE,M1_ELIGIBLE
00995d799817ecc3bd2abd8fbe59c430,2018-07,11.972990326222527,True,AVAILABLE,M1_ELIGIBLE
00998f38df3012359ef195ca75ebb329,2018-05,28.20099447327443,True,AVAILABLE,M1_ELIGIBLE
009ac365164f8e06f59d18a08045f6c4,2017-11,13.918525770620045,True,AVAILABLE,M1_ELIGIBLE
009c278fa2ed6e7ec498200b60193ca8,2018-01,14.231367052677546,True,AVAILABLE,M1_ELIGIBLE
009e11afa25aa95ae78e60a793995c9b,2017-10,26.88076201619575,True,AVAILABLE,M1_ELIGIBLE
009fa9bd0d92710e840793bfefa80867,2017-06,15.888057848734942,True,AVAILABLE,M1_ELIGIBLE
00a0116ff15ff973ea16bee881208ae7,2018-02,40.71214964113607,True,AVAILABLE,M1_ELIGIBLE
00a12754417a49a9dec20361849aa917,2018-05,8.861351194169009,True,AVAILABLE,M1_ELIGIBLE
00a13ab02fbe82f78cd84f14e41564ed,2017-12,9.494769532382154,True,AVAILABLE,M1_ELIGIBLE
00a174dbf11967d260033fa6ab711493,2017-11,26.647288456942277,True,AVAILABLE,M1_ELIGIBLE
00a1e977cf6e672402963940db55d919,2018-07,7.980227785381304,True,AVAILABLE,M1_ELIGIBLE
00a250dbdb3153cc6ecf4d3f07ef6a17,2017-12,9.81111965441126,True,AVAILABLE,M1_ELIGIBLE
00a379dfab816a83741012b71b264098,2018-08,7.879965555292023,True,AVAILABLE,M1_ELIGIBLE
00a3a334aec7455a6d3319981499a3da,2017-10,14.210218419471872,True,AVAILABLE,M1_ELIGIBLE
00a3f1ef430d3984dece2f39d6cbf431,2018-05,23.145685314315635,True,AVAILABLE,M1_ELIGIBLE
00a4d94df1c9757661679b2f4bd6d311,2018-04,17.296188486465613,True,AVAILABLE,M1_ELIGIBLE
00a57dfbb049fbaae10763e2cf15f797,2018-07,44.26394976500362,True,AVAILABLE,M1_ELIGIBLE
00a690becda145533fa5a54daa7b6ad5,2018-04,21.044639990233435,True,AVAILABLE,M1_ELIGIBLE
00a77f9cc25b05b2004752593d7b8888,2017-06,20.281282357411076,True,AVAILABLE,M1_ELIGIBLE
00a843f5a80c7aea894c558acc29f513,2017-09,15.491694303264206,True,AVAILABLE,M1_ELIGIBLE
00a870c6c06346e85335524935c600c0,2018-05,14.863793783537117,True,AVAILABLE,M1_ELIGIBLE
00a9536682ecb394a3794c1608200803,2017-05,14.206916168885334,True,AVAILABLE,M1_ELIGIBLE
00aa423621f35a9ca6c6240f275b0640,2017-11,13.813847682948248,True,AVAILABLE,M1_ELIGIBLE
00ab1aba567dfebdc39caa4e7ca2f1b2,2017-09,11.320820827246662,True,AVAILABLE,M1_ELIGIBLE
00ab210695a17fe10e6b23616ae5bc97,2018-06,8.497170738836013,True,AVAILABLE,M1_ELIGIBLE
00ab3a43bda739029ffce95d3b2fb56c,2018-08,7.93860190542385,True,AVAILABLE,M1_ELIGIBLE
00ab9fa91aafa3d881164b0da48999aa,2018-05,62.40812753520326,True,AVAILABLE,M1_ELIGIBLE
00ac05fe0fc047c54418098eb64e3aaa,2018-02,21.492652053045752,True,AVAILABLE,M1_ELIGIBLE
00ac2a1ec784f71feeb7ba1e5959750d,2018-04,14.730109089925323,True,AVAILABLE,M1_ELIGIBLE
00ace652c8a5072670f30674e5f19844,2018-01,24.00258249512801,True,AVAILABLE,M1_ELIGIBLE
00ad1a02d4d9decad15c7e8f8a9470cc,2018-08,20.25814133966304,True,AVAILABLE,M1_ELIGIBLE
00af3d9ddff7f256e83d79247dbe1a9f,2018-02,26.190695164267982,True,AVAILABLE,M1_ELIGIBLE
00af53fdc2002f5b6a8f16db648e003b,2017-06,10.714026867236473,True,AVAILABLE,M1_ELIGIBLE
00b12f4674177ef40c4bdb034138c843,2018-07,16.595545245416925,True,AVAILABLE,M1_ELIGIBLE
00b1861aeb89afa498404c684148a619,2018-08,31.58162878068201,True,AVAILABLE,M1_ELIGIBLE
00b2d2f2b5f7b98e6b1828764660134e,2018-08,15.694225129356973,True,AVAILABLE,M1_ELIGIBLE
00b30bb163474583c14db1689259cf4d,2018-01,18.47548765128071,True,AVAILABLE,M1_ELIGIBLE
