path,line,evidence_type,text
src/data/dq_gate_02_semantic.py,1456,to_csv,geo_multi_state.to_csv(
src/data/dq_gate_02_semantic.py,1625,to_csv,scorecard.to_csv(
src/data/dq_gate_02_semantic.py,1649,to_csv,exceptions.to_csv(
src/data/dq_gate_02_semantic.py,1661,to_csv,).to_csv(
src/data/dq_gate_03_statistical.py,465,to_csv,completeness_df.to_csv(
src/data/dq_gate_03_statistical.py,738,to_csv,coverage_df.to_csv(
src/data/dq_gate_03_statistical.py,1080,to_csv,numeric_df.to_csv(
src/data/dq_gate_03_statistical.py,1362,to_csv,frequency.to_csv(
src/data/dq_gate_03_statistical.py,1378,to_csv,categorical_df.to_csv(
src/data/dq_gate_03_statistical.py,1775,to_csv,monthly_df.to_csv(
src/data/dq_gate_03_statistical.py,1912,to_csv,stability_df.to_csv(
src/data/dq_gate_03_statistical.py,1944,to_csv,tail_df.to_csv(
src/data/dq_gate_03_statistical.py,2073,to_csv,global_missing_df.to_csv(
src/data/dq_gate_03_statistical.py,2100,to_csv,scorecard.to_csv(
src/data/dq_gate_03_statistical.py,2120,to_csv,exceptions.to_csv(
src/data/dq_gate_03b_conditional_task.py,862,to_csv,source_relation_rows.to_csv(
src/data/dq_gate_03b_conditional_task.py,1920,to_csv,conditional_df.to_csv(
src/data/dq_gate_03b_conditional_task.py,2098,to_csv,post_event_rows.to_csv(
src/data/dq_gate_03b_conditional_task.py,2540,to_csv,readiness.to_csv(
src/data/dq_gate_03b_conditional_task.py,2613,to_csv,readiness_summary.to_csv(
src/data/dq_gate_03b_conditional_task.py,2692,to_csv,monthly.to_csv(
src/data/dq_gate_03b_conditional_task.py,2913,to_csv,reason_df.to_csv(
src/data/dq_gate_03b_conditional_task.py,3133,to_csv,source_vs_task.to_csv(
src/data/dq_gate_03b_conditional_task.py,3385,to_csv,multi_summary.to_csv(
src/data/dq_gate_03b_conditional_task.py,3501,to_csv,funnel.to_csv(
src/data/dq_gate_03b_conditional_task.py,3518,to_csv,scorecard.to_csv(
src/data/dq_gate_03b_conditional_task.py,3539,to_csv,exceptions.to_csv(
src/data/dq_gate_03b_conditional_task.py,3638,to_csv,issue_evidence.to_csv(
src/data/dq_gate_03b_conditional_task_BEFORE_FIX_CUSTOMER_GEO.py,862,to_csv,source_relation_rows.to_csv(
src/data/dq_gate_03b_conditional_task_BEFORE_FIX_CUSTOMER_GEO.py,1890,to_csv,conditional_df.to_csv(
src/data/dq_gate_03b_conditional_task_BEFORE_FIX_CUSTOMER_GEO.py,2068,to_csv,post_event_rows.to_csv(
src/data/dq_gate_03b_conditional_task_BEFORE_FIX_CUSTOMER_GEO.py,2510,to_csv,readiness.to_csv(
src/data/dq_gate_03b_conditional_task_BEFORE_FIX_CUSTOMER_GEO.py,2583,to_csv,readiness_summary.to_csv(
src/data/dq_gate_03b_conditional_task_BEFORE_FIX_CUSTOMER_GEO.py,2662,to_csv,monthly.to_csv(
src/data/dq_gate_03b_conditional_task_BEFORE_FIX_CUSTOMER_GEO.py,2883,to_csv,reason_df.to_csv(
src/data/dq_gate_03b_conditional_task_BEFORE_FIX_CUSTOMER_GEO.py,3103,to_csv,source_vs_task.to_csv(
src/data/dq_gate_03b_conditional_task_BEFORE_FIX_CUSTOMER_GEO.py,3355,to_csv,multi_summary.to_csv(
src/data/dq_gate_03b_conditional_task_BEFORE_FIX_CUSTOMER_GEO.py,3471,to_csv,funnel.to_csv(
src/data/dq_gate_03b_conditional_task_BEFORE_FIX_CUSTOMER_GEO.py,3488,to_csv,scorecard.to_csv(
src/data/dq_gate_03b_conditional_task_BEFORE_FIX_CUSTOMER_GEO.py,3509,to_csv,exceptions.to_csv(
src/data/dq_gate_03b_conditional_task_BEFORE_FIX_CUSTOMER_GEO.py,3608,to_csv,issue_evidence.to_csv(
src/data/dq_gate_04_label_construct.py,829,to_csv,time_semantics.to_csv(
src/data/dq_gate_04_label_construct.py,945,to_csv,label_comparison.to_csv(
src/data/dq_gate_04_label_construct.py,1022,to_csv,confusion_df.to_csv(
src/data/dq_gate_04_label_construct.py,1116,to_csv,].to_csv(
src/data/dq_gate_04_label_construct.py,1234,to_csv,margin_profile.to_csv(
src/data/dq_gate_04_label_construct.py,1330,to_csv,margin_bins.to_csv(
src/data/dq_gate_04_label_construct.py,1424,to_csv,monthly.to_csv(
src/data/dq_gate_04_label_construct.py,1609,to_csv,observation_summary.to_csv(
src/data/dq_gate_04_label_construct.py,1623,to_csv,].to_csv(
src/data/dq_gate_04_label_construct.py,1721,to_csv,coverage_month.to_csv(
src/data/dq_gate_04_label_construct.py,1843,to_csv,candidate_contract.to_csv(
src/data/dq_gate_04_label_construct.py,2063,to_csv,scorecard.to_csv(
src/data/dq_gate_04_label_construct.py,2084,to_csv,exceptions.to_csv(
src/data/dq_gate_04_label_construct.py,2190,to_csv,issue_evidence.to_csv(
src/data/dq_gate_04b_label_contract_freeze.py,262,to_csv,checks_df.to_csv(
src/data/dq_gate_04b_label_contract_freeze.py,722,to_csv,issues.to_csv(
src/data/dq_gate_04b_label_contract_freeze.py,729,to_csv,issues.to_csv(
src/data/dq_gate_04b_label_contract_freeze.py,751,to_csv,resolution_registry.to_csv(
src/data/dq_gate_05_point_in_time.py,1402,to_csv,pit.to_csv(
src/data/dq_gate_05_point_in_time.py,1409,to_csv,pit.to_csv(
src/data/dq_gate_05_point_in_time.py,1416,to_csv,derived.to_csv(
src/data/dq_gate_05_point_in_time.py,1423,to_csv,module_plan.to_csv(
src/data/dq_gate_05_point_in_time.py,1430,to_csv,forbidden.to_csv(
src/data/dq_gate_05_point_in_time.py,1437,to_csv,holds.to_csv(
src/data/dq_gate_05_point_in_time.py,1444,to_csv,review.to_csv(
src/data/dq_gate_05_point_in_time.py,1477,to_csv,status_counts.to_csv(
src/data/gate_05_1_build_pit_registry.py,772,to_csv,registry.to_csv(
src/data/gate_05_1_build_pit_registry.py,793,to_csv,status_summary.to_csv(
src/data/gate_05_1_build_pit_registry.py,813,to_csv,forbidden.to_csv(
src/data/gate_05_1_build_pit_registry.py,833,to_csv,hold.to_csv(
src/data/gate_05_1_build_pit_registry.py,840,to_csv,review_df.to_csv(
src/data/gate_05_2_build_derived_feature_contract.py,1431,to_csv,contract.to_csv(
src/data/gate_05_2_build_derived_feature_contract.py,1438,to_csv,model01.to_csv(
src/data/gate_05_2_build_derived_feature_contract.py,1445,to_csv,blocked.to_csv(
src/data/gate_05_2_build_derived_feature_contract.py,1452,to_csv,module_summary.to_csv(
src/data/gate_05_2_build_derived_feature_contract.py,1459,to_csv,validation.to_csv(
src/data/gate_05_2_build_derived_feature_contract.py,1466,to_csv,model01_violations_df.to_csv(
src/data/gate_05_3_validate_seller_history_pit.py,1803,to_csv,current.to_csv(
src/data/gate_05_3_validate_seller_history_pit.py,1810,to_csv,validation.to_csv(
src/data/gate_05_3_validate_seller_history_pit.py,1817,to_csv,coverage.to_csv(
src/data/gate_05_3_validate_seller_history_pit.py,1824,to_csv,profile.to_csv(
src/data/gate_05_3_validate_seller_history_pit.py,1831,to_csv,brute.to_csv(
src/data/gate_05_3_validate_seller_history_pit.py,1838,to_csv,order_coverage.to_csv(
src/data/gate_05_4a_finalize_gate.py,756,to_csv,validation.to_csv(
src/data/gate_05_4a_finalize_gate.py,763,to_csv,model_status.to_csv(
src/metadata/build_dataset_knowledge_registry.py,2096,to_csv,table_catalog.to_csv(
src/metadata/build_dataset_knowledge_registry.py,2104,to_csv,column_catalog.to_csv(
src/metadata/build_dataset_knowledge_registry.py,2112,to_csv,value_domain.to_csv(
src/metadata/build_dataset_knowledge_registry.py,2301,to_csv,relationship_registry.to_csv(
src/metadata/build_dataset_knowledge_registry.py,2395,to_csv,truth_registry.to_csv(
src/metadata/build_dataset_knowledge_registry.py,2520,to_csv,temporal_registry.to_csv(
src/metadata/build_dataset_knowledge_registry.py,2580,to_csv,quality_registry.to_csv(
src/metadata/build_dataset_knowledge_registry.py,2826,to_csv,unresolved.to_csv(
src/metadata/corrigir_validar_croissant_v1_1.py,443,to_csv,audit_df.to_csv(
src/metadata/corrigir_validar_croissant_v1_1.py,529,to_csv,cross_df.to_csv(
src/metadata/upgrade_registry_v1_1.py,558,to_csv,issues_v11.to_csv(
src/metadata/upgrade_registry_v1_1.py,698,to_csv,canonical_issues.to_csv(
src/metadata/upgrade_registry_v1_1.py,1391,to_csv,grain_policy.to_csv(
src/metadata/upgrade_registry_v1_1.py,1425,to_csv,columns_v11.to_csv(
src/metadata/upgrade_registry_v1_1.py,1635,to_csv,relationships_v11.to_csv(
src/metadata/upgrade_registry_v1_1.py,1674,to_csv,grain_summary.to_csv(
src/metadata/upgrade_registry_v1_1.py,2709,to_csv,validation_df.to_csv(
src/modeling/model_01_c3_2_1_common_scale_nullspace.py,1000,to_csv,temporal_df.to_csv(
src/modeling/model_01_c3_2_1_common_scale_nullspace.py,1005,to_csv,relation_df.to_csv(
src/modeling/model_01_c3_2_1_common_scale_nullspace.py,1240,to_csv,validation_df.to_csv(
src/modeling/model_01_c3_2_sensitivity_rank_audit.py,300,to_csv,singular.to_csv(
src/modeling/model_01_c3_2_sensitivity_rank_audit.py,357,to_csv,).to_csv(
src/modeling/model_01_c3_2_sensitivity_rank_audit.py,509,to_csv,identity_df.to_csv(
src/modeling/model_01_c3_2_sensitivity_rank_audit.py,576,to_csv,global_summary.to_csv(
src/modeling/model_01_c3_2_sensitivity_rank_audit.py,841,to_csv,temporal_df.to_csv(
src/modeling/model_01_c3_2_sensitivity_rank_audit.py,949,to_csv,validation.to_csv(
src/modeling/model_01_c3_3a_build_functional_pit_curves.py,396,to_csv,].to_csv(
src/modeling/model_01_c3_3a_build_functional_pit_curves.py,608,to_csv,manifest.to_csv(
src/modeling/model_01_c3_3a_build_functional_pit_curves.py,653,to_csv,window_df.to_csv(
src/modeling/model_01_c3_3a_build_functional_pit_curves.py,754,to_csv,brute_df.to_csv(
src/modeling/model_01_c3_3a_build_functional_pit_curves.py,905,to_csv,validation.to_csv(
src/modeling/model_01_c3_3b_support_aware_functional_geometry.py,874,to_csv,support.to_csv(
src/modeling/model_01_c3_3b_support_aware_functional_geometry.py,966,to_csv,support_summary.to_csv(
src/modeling/model_01_c3_3b_support_aware_functional_geometry.py,1027,to_csv,support_month.to_csv(
src/modeling/model_01_c3_3b_support_aware_functional_geometry.py,1216,to_csv,geometry_df.to_csv(
src/modeling/model_01_c3_3b_support_aware_functional_geometry.py,1221,to_csv,spectrum_df.to_csv(
src/modeling/model_01_c3_3b_support_aware_functional_geometry.py,1344,to_csv,lag_profile_df.to_csv(
src/modeling/model_01_c3_3b_support_aware_functional_geometry.py,1429,to_csv,corr_df.to_csv(
src/modeling/model_01_c3_3b_support_aware_functional_geometry.py,1779,to_csv,validation_df.to_csv(
src/modeling/model_01_c3_3c_temporal_basis_portability.py,847,to_csv,folds.to_csv(
src/modeling/model_01_c3_3c_temporal_basis_portability.py,989,to_csv,summary_table.to_csv(
src/modeling/model_01_c3_3c_temporal_basis_portability.py,1014,to_csv,k_stability.to_csv(
src/modeling/model_01_c3_3c_temporal_basis_portability.py,1223,to_csv,validation.to_csv(
src/modeling/model_01_c3_3d1_1_negative_smoothing_audit.py,861,to_csv,audit.to_csv(
src/modeling/model_01_c3_3d1_1_negative_smoothing_audit.py,978,to_csv,validation.to_csv(
src/modeling/model_01_c3_3d1_roughness_penalty_sensitivity.py,955,to_csv,operator_df.to_csv(
src/modeling/model_01_c3_3d1_roughness_penalty_sensitivity.py,1342,to_csv,results.to_csv(
src/modeling/model_01_c3_3d1_roughness_penalty_sensitivity.py,1650,to_csv,validation.to_csv(
src/modeling/model_01_c3_3d2_raw_vs_smooth_temporal.py,1733,to_csv,folds.to_csv(
src/modeling/model_01_c3_3d2_raw_vs_smooth_temporal.py,2006,to_csv,summary_table.to_csv(
src/modeling/model_01_c3_3d2_raw_vs_smooth_temporal.py,2053,to_csv,paired.to_csv(
src/modeling/model_01_c3_3d2_raw_vs_smooth_temporal.py,2420,to_csv,validation.to_csv(
src/modeling/model_01_c3_4a_1_rank_criterion_identifiability.py,299,to_csv,audit.to_csv(
src/modeling/model_01_c3_4a_1_rank_criterion_identifiability.py,436,to_csv,marginal.to_csv(
src/modeling/model_01_c3_4a_1_rank_criterion_identifiability.py,607,to_csv,validation.to_csv(
src/modeling/model_01_c3_4a_1_rank_identifiability.py,185,to_csv,audit.to_csv(
src/modeling/model_01_c3_4a_1_rank_identifiability.py,287,to_csv,tradeoff.to_csv(
src/modeling/model_01_c3_4a_1_rank_identifiability.py,422,to_csv,validation.to_csv(
src/modeling/model_01_c3_4a_temporal_k_policy.py,883,to_csv,folds.to_csv(
src/modeling/model_01_c3_4a_temporal_k_policy.py,1111,to_csv,summary.to_csv(
src/modeling/model_01_c3_4a_temporal_k_policy.py,1292,to_csv,one_se.to_csv(
src/modeling/model_01_c3_4a_temporal_k_policy.py,1653,to_csv,validation.to_csv(
src/modeling/model_01_c3_4b_temporal_bcv_rank.py,1826,to_csv,folds.to_csv(
src/modeling/model_01_c3_4b_temporal_bcv_rank.py,1990,to_csv,profile.to_csv(
src/modeling/model_01_c3_4b_temporal_bcv_rank.py,2169,to_csv,candidates.to_csv(
src/modeling/model_01_c3_4b_temporal_bcv_rank.py,2315,to_csv,monthly_best.to_csv(
src/modeling/model_01_c3_4b_temporal_bcv_rank.py,2655,to_csv,validation.to_csv(
src/modeling/model_01_c3_4b_temporal_bcv_rank_BEFORE_EIG_FIX.py,1829,to_csv,folds.to_csv(
src/modeling/model_01_c3_4b_temporal_bcv_rank_BEFORE_EIG_FIX.py,1993,to_csv,profile.to_csv(
src/modeling/model_01_c3_4b_temporal_bcv_rank_BEFORE_EIG_FIX.py,2172,to_csv,candidates.to_csv(
src/modeling/model_01_c3_4b_temporal_bcv_rank_BEFORE_EIG_FIX.py,2318,to_csv,monthly_best.to_csv(
src/modeling/model_01_c3_4b_temporal_bcv_rank_BEFORE_EIG_FIX.py,2658,to_csv,validation.to_csv(
src/modeling/model_01_c3_4c_bcv_block_bootstrap_stability.py,576,to_csv,monthly.to_csv(
src/modeling/model_01_c3_4c_bcv_block_bootstrap_stability.py,1129,to_csv,freq.to_csv(
src/modeling/model_01_c3_4c_bcv_block_bootstrap_stability.py,1134,to_csv,summary.to_csv(
src/modeling/model_01_c3_4c_bcv_block_bootstrap_stability.py,1396,to_csv,validation.to_csv(
src/modeling/model_01_c3_4d_robust_rank_evidence.py,284,to_csv,curve.to_csv(
src/modeling/model_01_c3_4d_robust_rank_evidence.py,349,to_csv,threshold_df.to_csv(
src/modeling/model_01_c3_4d_robust_rank_evidence.py,421,to_csv,mode_summary.to_csv(
src/modeling/model_01_c3_4d_robust_rank_evidence.py,615,to_csv,validation.to_csv(
src/modeling/model_01_c3_5a_supervised_temporal_protocol.py,572,to_csv,folds.to_csv(
src/modeling/model_01_c3_5a_supervised_temporal_protocol.py,577,to_csv,excluded.to_csv(
src/modeling/model_01_c3_5a_supervised_temporal_protocol.py,822,to_csv,validation.to_csv(
src/modeling/model_01_c3_5b_freeze_supervised_protocol.py,519,to_csv,validation.to_csv(
src/modeling/model_01_c3_6a_supervised_k_utility.py,209,to_csv,df.to_csv(
src/modeling/model_01_c3_6a_supervised_k_utility.py,1122,model_fit,clf.fit(
src/modeling/model_01_c3_6a_supervised_k_utility.py,1392,to_csv,pred_frame.to_csv(
src/modeling/model_01_c3_6b_paired_temporal_robustness.py,181,to_csv,df.to_csv(
src/modeling/model_01_c3_6c_freeze_k0_decision.py,374,to_csv,validation.to_csv(
src/shipping_friction/27a_block01_core_friction.py,27,output_filename,artifacts/spatiotemporal_logistics/06_EXPECTED_FREIGHT_OOT.csv
src/shipping_friction/27a_block01_core_friction.py,48,output_filename,"/ ""06_EXPECTED_FREIGHT_OOT.csv"""
src/shipping_friction/27a_block01_core_friction.py,152,output_filename,"f""06_EXPECTED_FREIGHT_OOT.csv: {missing}"""
src/shipping_friction/27a_block01_core_friction.py,544,to_csv,coverage.to_csv(
src/shipping_friction/27a_block01_core_friction.py,592,to_csv,quantiles.to_csv(
src/shipping_friction/27a_block01_core_friction.py,598,to_csv,month_stats.to_csv(
src/shipping_friction/27a_block01_core_friction.py,642,to_csv,].to_csv(
src/shipping_friction/27a_block02_burden_decomposition.py,81,output_filename,"/ ""06_EXPECTED_FREIGHT_OOT.csv"""
src/shipping_friction/27a_block02_burden_decomposition.py,252,model_predict,"fit.predict(frame),"
src/shipping_friction/27a_block02_burden_decomposition.py,267,model_predict,"fit.predict(alt),"
src/shipping_friction/27a_block02_burden_decomposition.py,524,to_csv,).to_csv(
src/shipping_friction/27a_block02_burden_decomposition.py,614,to_csv,assoc_df.to_csv(
src/shipping_friction/27a_block02_burden_decomposition.py,653,to_csv,deciles.to_csv(
src/shipping_friction/27a_block02_burden_decomposition.py,724,to_csv,group_df.to_csv(
src/shipping_friction/27a_block02_burden_decomposition.py,786,model_fit,result = model.fit(
src/shipping_friction/27a_block02_burden_decomposition.py,916,to_csv,coef_df.to_csv(
src/shipping_friction/27a_block02_burden_decomposition.py,957,model_predict,"fit_m2.predict(base0),"
src/shipping_friction/27a_block02_burden_decomposition.py,962,model_predict,"fit_m2.predict(base1),"
src/shipping_friction/27a_block02_burden_decomposition.py,1017,to_csv,effects_df.to_csv(
src/shipping_friction/27a_block02_burden_decomposition.py,1095,to_csv,segments.to_csv(
src/shipping_friction/27a_block03_service_performance.py,66,output_filename,"/ ""06_EXPECTED_FREIGHT_OOT.csv"""
src/shipping_friction/27a_block03_service_performance.py,645,to_csv,coverage.to_csv(
src/shipping_friction/27a_block03_service_performance.py,681,to_csv,quantiles.to_csv(
src/shipping_friction/27a_block03_service_performance.py,796,to_csv,monthly.to_csv(
src/shipping_friction/27a_block03_service_performance.py,851,to_csv,consistency.to_csv(
src/shipping_friction/27a_block03_service_performance.py,889,to_csv,].to_csv(
src/shipping_friction/27a_block04_cost_to_service.py,90,output_filename,"/ ""06_EXPECTED_FREIGHT_OOT.csv"""
src/shipping_friction/27a_block04_cost_to_service.py,542,model_fit,).fit(
src/shipping_friction/27a_block04_cost_to_service.py,552,model_fit,).fit(
src/shipping_friction/27a_block04_cost_to_service.py,563,model_fit,).fit(
src/shipping_friction/27a_block04_cost_to_service.py,576,model_fit,).fit(
src/shipping_friction/27a_block04_cost_to_service.py,702,to_csv,models_df.to_csv(
src/shipping_friction/27a_block04_cost_to_service.py,815,to_csv,deciles_df.to_csv(
src/shipping_friction/27a_block04_cost_to_service.py,877,to_csv,thresholds_df.to_csv(
src/shipping_friction/27a_block04_cost_to_service.py,1070,to_csv,quadrants_df.to_csv(
src/shipping_friction/27a_block04_cost_to_service.py,1183,to_csv,critical_df.to_csv(
src/shipping_friction/27a_block04_cost_to_service.py,1240,to_csv,].to_csv(
src/spatiotemporal_logistics/01_build_route_checkpoint.py,127,to_csv,status_counts.to_csv(
src/spatiotemporal_logistics/01_build_route_checkpoint.py,559,to_csv,rso.to_csv(
src/spatiotemporal_logistics/01_build_route_checkpoint.py,664,to_csv,route_summary.to_csv(
src/spatiotemporal_logistics/02_build_external_context_checkpoint.py,429,to_csv,muni.to_csv(
src/spatiotemporal_logistics/02_build_external_context_checkpoint.py,626,to_csv,anp_muni.to_csv(
src/spatiotemporal_logistics/02_build_external_context_checkpoint.py,710,to_csv,anp_state.to_csv(
src/spatiotemporal_logistics/03_build_master_checkpoint.py,385,to_csv,master.to_csv(
src/spatiotemporal_logistics/03_build_master_checkpoint.py,428,to_csv,).to_csv(
src/spatiotemporal_logistics/04_run_four_analyses.py,11,hist_gbr,from sklearn.ensemble import HistGradientBoostingRegressor
src/spatiotemporal_logistics/04_run_four_analyses.py,11,gradient_gbr,from sklearn.ensemble import HistGradientBoostingRegressor
src/spatiotemporal_logistics/04_run_four_analyses.py,103,to_csv,pd.DataFrame(desc).to_csv(
src/spatiotemporal_logistics/04_run_four_analyses.py,110,to_csv,).to_csv(
src/spatiotemporal_logistics/04_run_four_analyses.py,116,to_csv,).to_csv(
src/spatiotemporal_logistics/04_run_four_analyses.py,257,model_fit,f1.fit(
src/spatiotemporal_logistics/04_run_four_analyses.py,273,model_predict,] = f1.predict(
src/spatiotemporal_logistics/04_run_four_analyses.py,281,hist_gbr,f2 = HistGradientBoostingRegressor(
src/spatiotemporal_logistics/04_run_four_analyses.py,281,gradient_gbr,f2 = HistGradientBoostingRegressor(
src/spatiotemporal_logistics/04_run_four_analyses.py,286,model_fit,f2.fit(
src/spatiotemporal_logistics/04_run_four_analyses.py,294,model_predict,] = f2.predict(
src/spatiotemporal_logistics/04_run_four_analyses.py,308,to_csv,pd.DataFrame(folds).to_csv(
src/spatiotemporal_logistics/04_run_four_analyses.py,363,to_csv,).to_csv(
src/spatiotemporal_logistics/04_run_four_analyses.py,427,to_csv,master.to_csv(
src/spatiotemporal_logistics/04_run_four_analyses.py,428,output_filename,"ART / ""06_EXPECTED_FREIGHT_OOT.csv"","
src/spatiotemporal_logistics/04_run_four_analyses.py,586,model_fit,).fit()
src/spatiotemporal_logistics/04_run_four_analyses.py,611,to_csv,).to_csv(
src/spatiotemporal_logistics/04_run_four_analyses.py,673,model_fit,model.fit(
src/spatiotemporal_logistics/04_run_four_analyses.py,678,model_predict,pred.loc[test.index] = model.predict(
src/spatiotemporal_logistics/04_run_four_analyses.py,722,to_csv,).to_csv(
src/spatiotemporal_logistics/04_run_four_analyses.py,775,model_fit,).fit(
src/spatiotemporal_logistics/04_run_four_analyses.py,802,to_csv,).to_csv(
src/spatiotemporal_logistics/04_run_four_analyses.py,867,model_fit,clf.fit(
src/spatiotemporal_logistics/04_run_four_analyses.py,920,to_csv,).to_csv(
src/spatiotemporal_logistics/04_run_four_analyses.py,956,model_fit,).fit(
src/spatiotemporal_logistics/04_run_four_analyses.py,1007,model_fit,).fit()
src/spatiotemporal_logistics/04_run_four_analyses.py,1046,to_csv,table_two.to_csv(
src/spatiotemporal_logistics/04_run_four_analyses.py,1136,model_fit,).fit()
src/spatiotemporal_logistics/04_run_four_analyses.py,1160,to_csv,).to_csv(
src/spatiotemporal_logistics/05_integrated_validation_report.py,17,output_filename,"ART / ""06_EXPECTED_FREIGHT_OOT.csv"","
src/spatiotemporal_logistics/06_cost_structure_scientific_audit.py,36,to_csv,"sample_flow.to_csv(REPORTS_DIR / ""06a_sample_flow.csv"", index=False)"
src/spatiotemporal_logistics/06_cost_structure_scientific_audit.py,67,to_csv,"pd.DataFrame(univariate).to_csv(REPORTS_DIR / ""06b_univariate_full.csv"", index=False)"
src/spatiotemporal_logistics/06_cost_structure_scientific_audit.py,81,to_csv,"pd.DataFrame(assoc).to_csv(REPORTS_DIR / ""06c_cost_association_matrix.csv"", index=False)"
src/spatiotemporal_logistics/06_cost_structure_scientific_audit.py,102,to_csv,"pd.DataFrame(decile_rows).to_csv(REPORTS_DIR / ""06d_cost_decile_curves.csv"", index=False)"
src/spatiotemporal_logistics/06_cost_structure_scientific_audit.py,105,model_fit,"mod_struct = smf.ols('log_freight ~ log_distance + log_weight + log_volume + log_price + route_sellers_total', data=df).fit()"
src/spatiotemporal_logistics/06_cost_structure_scientific_audit.py,106,to_csv,"pd.DataFrame({'term': mod_struct.params.index, 'coef': mod_struct.params.values, 'std_err': mod_struct.bse.values, 'p_value': mod_struct.pvalues.values}).to_csv(REPORTS_DIR / ""06e_cost_structural_coefficients.csv"", index=False)"
src/spatiotemporal_logistics/06_cost_structure_scientific_audit.py,108,model_fit,"mod_inter = smf.ols('log_freight ~ log_distance * log_weight + log_distance * log_volume + log_price + route_sellers_total', data=df).fit()"
src/spatiotemporal_logistics/06_cost_structure_scientific_audit.py,109,to_csv,"pd.DataFrame({'term': mod_inter.params.index, 'coef': mod_inter.params.values, 'p_value': mod_inter.pvalues.values}).to_csv(REPORTS_DIR / ""06f_cost_interactions.csv"", index=False)"
src/spatiotemporal_logistics/06_cost_structure_scientific_audit.py,113,model_fit,"s_single = smf.ols('log_freight ~ log_distance + log_weight + log_volume + log_price', data=df[df['single_seller_order'] == 1]).fit()"
src/spatiotemporal_logistics/06_cost_structure_scientific_audit.py,114,model_fit,"s_route = smf.ols('log_freight ~ log_distance + log_weight + log_volume + log_price', data=df[df['route_distance_coverage'] == 1.0]).fit()"
src/spatiotemporal_logistics/06_cost_structure_scientific_audit.py,115,model_fit,"s_phys = smf.ols('log_freight ~ log_distance + log_weight + log_volume + log_price', data=df[(df['weight_complete'] == 1) & (df['volume_complete'] == 1)]).fit()"
